employee_id,age,generation,gender,department,job_level,is_manager,tenure_years,salary_usd,salary_vs_market_pct,work_arrangement,rto_mandate,days_in_office_required,commute_minutes,prefers_remote,flexibility_importance,ai_tools_adoption,weekly_hours,after_hours_work,burnout_score,manager_relationship_score,manager_1on1_per_month,engagement_score,promotions_last_2y,career_growth_score,recent_layoff_round,team_size,attrition_reason,attrition
EMP020186,20,Gen Z,Male,Marketing,Manager,1,3.1,180000,3.3,onsite,0,5,29,1,2,light,46,0,4.1,1,4,56,0,2,0,3,stayed,0
EMP020187,28,Millennial,Female,Sales,Manager,1,0.7,156000,9.0,remote,0,0,44,1,2,regular,39,0,7.1,1,2,40,1,3,0,5,stayed,0
EMP020188,20,Gen Z,Female,Operations,Senior,0,1.7,138000,-12.9,remote,0,0,62,1,3,regular,39,0,1.6,3,0,79,0,1,0,21,stayed,0
EMP020189,40,Millennial,Male,Engineering,Senior,0,4.3,156000,-2.7,hybrid,1,3,23,1,4,light,35,0,4.3,5,0,64,0,3,0,8,stayed,0
EMP020190,21,Gen Z,Male,Data,Junior,0,7.3,59000,0.6,hybrid,0,2,27,1,5,regular,49,1,6.8,5,2,51,0,4,0,5,stayed,0
EMP020191,20,Gen Z,Female,Sales,Senior,0,1.2,136000,-19.0,hybrid,0,2,29,1,1,regular,36,0,6.5,1,1,47,1,3,0,22,poor_management,1
EMP020192,33,Millennial,Male,Engineering,Mid,0,3.7,107000,-9.8,hybrid,1,5,73,1,3,none,40,1,2.9,3,1,64,1,5,0,3,stayed,0
EMP020193,26,Gen Z,Female,Product,Manager,1,2.3,176000,-8.5,remote,1,2,43,1,5,light,49,0,6.5,2,1,100,0,5,0,9,stayed,0
EMP020194,37,Millennial,Female,Product,Junior,0,0.3,54000,-6.4,hybrid,0,2,18,0,5,light,47,0,5.2,5,1,56,0,5,1,24,stayed,0
EMP020195,31,Millennial,Male,Engineering,Junior,0,2.4,64000,-17.8,hybrid,1,5,40,1,5,light,39,1,5.7,4,4,71,0,3,0,12,rto_inflexibility,1
EMP020196,28,Millennial,Male,Finance,Mid,0,2.8,91000,-0.4,onsite,1,5,15,0,2,regular,41,0,7.2,1,1,88,2,3,0,14,stayed,0
EMP020197,48,Gen X,Male,HR,Director,1,5.0,257000,-9.3,onsite,0,4,27,1,4,light,46,1,2.9,4,0,76,2,5,1,18,stayed,0
EMP020198,42,Millennial,Female,Finance,Junior,0,4.1,64000,-17.5,hybrid,0,3,5,1,1,power,34,0,3.4,4,1,58,0,2,1,15,stayed,0
EMP020199,20,Gen Z,Male,Marketing,Junior,0,4.3,56000,-6.1,onsite,0,5,31,1,2,power,59,0,2.9,5,1,52,1,4,0,6,stayed,0
EMP020200,26,Gen Z,Other,Operations,Junior,0,2.3,58000,-12.6,onsite,1,5,22,1,2,regular,46,0,5.3,2,1,60,0,4,0,6,stayed,0
EMP020201,52,Gen X,Male,Product,Senior,0,0.4,109000,-8.6,hybrid,1,5,52,1,4,none,39,0,3.9,4,0,55,0,4,0,16,stayed,0
EMP020202,29,Millennial,Male,Product,Junior,0,2.2,57000,7.6,remote,1,2,71,1,2,regular,36,1,4.4,1,4,55,0,3,0,6,stayed,0
EMP020203,56,Gen X,Female,Engineering,Director,1,3.5,207000,10.6,hybrid,0,2,11,1,2,regular,42,0,4.0,3,0,92,0,1,0,16,stayed,0
EMP020204,29,Millennial,Male,Customer Support,Lead,1,3.2,128000,-11.9,hybrid,0,3,71,0,2,light,39,1,4.3,3,4,76,1,2,0,6,stayed,0
EMP020205,35,Millennial,Female,Customer Support,Mid,0,4.0,70000,0.3,remote,0,0,52,0,1,regular,43,0,5.3,4,2,60,0,5,1,24,stayed,0
EMP020206,33,Millennial,Male,Sales,Director,1,2.1,221000,-18.0,remote,0,1,22,1,2,regular,61,1,6.5,4,1,59,0,2,1,8,stayed,0
EMP020207,41,Millennial,Male,Engineering,Junior,0,15.1,60000,2.9,remote,1,1,16,0,1,regular,41,0,6.0,2,0,55,1,3,0,22,stayed,0
EMP020208,20,Gen Z,Female,Finance,Mid,0,0.6,85000,-10.7,hybrid,1,4,84,1,3,light,47,0,3.6,1,1,64,0,2,1,22,rto_inflexibility,1
EMP020209,24,Gen Z,Female,Sales,Lead,1,0.9,207000,2.9,remote,1,2,27,1,4,none,47,0,5.0,1,2,49,1,4,0,14,stayed,0
EMP020210,37,Millennial,Female,Product,Junior,0,2.3,70000,-3.7,onsite,0,4,19,1,5,regular,44,0,1.9,1,2,51,0,2,1,12,poor_management,1
EMP020211,32,Millennial,Male,Marketing,Mid,0,7.1,135000,-2.9,hybrid,1,4,54,1,5,none,38,0,4.2,4,4,70,2,5,0,21,stayed,0
EMP020212,43,Millennial,Male,Customer Support,Junior,0,2.4,55000,-14.1,hybrid,0,3,10,1,3,light,35,0,7.8,2,0,70,1,4,0,6,stayed,0
EMP020213,53,Gen X,Male,Engineering,Junior,0,2.1,64000,-6.9,hybrid,1,3,26,1,4,light,35,0,1.0,4,2,72,0,2,0,10,stayed,0
EMP020214,26,Gen Z,Other,Product,Senior,0,4.4,118000,13.1,hybrid,1,5,75,0,3,regular,40,0,4.6,1,2,47,1,1,1,12,stayed,0
EMP020215,35,Millennial,Female,Engineering,Senior,0,3.4,143000,-3.7,onsite,1,5,40,0,2,power,50,0,4.2,1,1,42,0,5,0,13,stayed,0
EMP020216,34,Millennial,Female,Data,Lead,1,5.0,160000,-10.3,remote,0,1,53,0,4,none,40,0,1.0,3,0,73,0,5,0,5,stayed,0
EMP020217,22,Gen Z,Male,Product,Junior,0,7.9,61000,2.6,remote,0,1,25,1,2,none,43,0,3.6,3,2,55,2,4,0,21,stayed,0
EMP020218,30,Millennial,Female,Operations,Lead,1,2.1,132000,12.5,remote,0,1,20,0,4,none,36,0,6.3,5,0,72,0,5,1,12,stayed,0
EMP020219,30,Millennial,Female,Product,Lead,1,0.9,137000,-4.9,hybrid,0,3,88,0,3,light,44,0,6.5,3,1,33,0,5,1,21,other,1
EMP020220,31,Millennial,Male,Customer Support,Mid,0,3.4,91000,5.3,remote,1,1,38,1,3,power,35,0,2.6,5,4,99,1,2,0,20,stayed,0
EMP020221,46,Gen X,Other,Customer Support,Director,1,0.7,254000,6.5,hybrid,0,2,8,1,1,regular,51,0,6.7,3,4,53,2,4,0,20,stayed,0
EMP020222,45,Gen X,Male,HR,Manager,1,0.9,209000,-15.1,remote,1,3,47,1,4,regular,41,0,3.9,4,1,63,1,4,0,10,stayed,0
EMP020223,42,Millennial,Female,Engineering,Junior,0,2.0,63000,-18.7,hybrid,0,3,21,1,1,power,38,1,5.3,2,0,79,1,3,1,7,stayed,0
EMP020224,31,Millennial,Female,Engineering,Senior,0,1.0,128000,-0.0,remote,0,1,87,0,5,regular,53,0,6.8,1,1,59,2,3,1,16,stayed,0
EMP020225,41,Millennial,Male,Customer Support,Junior,0,3.9,56000,-9.8,hybrid,1,4,19,1,3,none,36,0,6.1,4,1,92,0,3,0,10,stayed,0
EMP020226,42,Millennial,Male,Engineering,Senior,0,6.1,148000,-0.4,remote,0,1,99,1,1,regular,50,1,4.9,4,4,64,0,2,0,10,stayed,0
EMP020227,24,Gen Z,Male,Customer Support,Junior,0,0.9,79000,-4.3,remote,0,0,13,0,3,regular,38,0,4.4,3,2,67,0,5,0,4,stayed,0
EMP020228,36,Millennial,Male,Marketing,Mid,0,6.0,84000,-0.1,hybrid,0,3,21,1,1,light,48,1,3.5,4,2,58,2,5,1,19,stayed,0
EMP020229,32,Millennial,Male,Operations,Manager,1,4.4,154000,-10.3,remote,1,1,61,1,5,regular,52,1,2.6,3,0,85,1,3,1,10,stayed,0
EMP020230,30,Millennial,Male,Marketing,Junior,0,0.7,56000,19.0,hybrid,0,2,81,0,2,light,39,0,3.6,2,2,93,0,3,0,12,stayed,0
EMP020231,28,Millennial,Female,Sales,Senior,0,0.9,162000,-10.6,onsite,0,5,60,0,5,regular,48,0,3.9,1,0,80,0,4,0,8,poor_management,1
EMP020232,36,Millennial,Female,Engineering,Lead,1,3.5,139000,8.2,hybrid,1,4,22,1,2,none,31,0,4.0,5,2,78,0,5,0,19,stayed,0
EMP020233,23,Gen Z,Male,Product,Manager,1,2.7,227000,-11.5,remote,0,1,115,0,3,light,42,1,4.3,2,2,49,1,5,0,9,stayed,0
EMP020234,33,Millennial,Female,Marketing,Senior,0,4.7,141000,-24.0,hybrid,0,3,35,1,3,none,41,0,7.8,1,1,49,0,3,0,24,poor_management,1
EMP020235,37,Millennial,Female,Data,Manager,1,2.9,213000,-14.1,remote,1,3,27,0,5,regular,47,0,5.8,2,1,67,0,4,1,19,stayed,0
EMP020236,21,Gen Z,Male,Engineering,Lead,1,3.2,171000,-24.3,remote,0,1,33,1,3,light,34,0,3.1,2,1,48,0,4,0,15,stayed,0
EMP020237,33,Millennial,Female,Engineering,Senior,0,2.6,114000,-4.3,hybrid,0,3,10,0,3,regular,56,1,7.5,5,2,67,1,2,0,15,stayed,0
EMP020238,43,Millennial,Female,Engineering,Lead,1,4.0,133000,0.7,onsite,0,4,32,0,4,none,38,0,3.8,1,1,10,1,4,0,17,poor_management,1
EMP020239,44,Gen X,Male,Engineering,Manager,1,1.5,194000,0.9,remote,0,1,1,1,2,regular,43,0,5.7,2,2,66,0,3,0,21,stayed,0
EMP020240,32,Millennial,Male,Marketing,Senior,0,3.4,146000,-9.5,onsite,1,5,41,1,5,power,32,0,1.0,2,0,70,1,5,0,4,stayed,0
EMP020241,35,Millennial,Female,Finance,Mid,0,2.9,93000,8.9,onsite,1,5,5,1,5,regular,49,0,7.6,5,2,100,0,4,0,17,stayed,0
EMP020242,48,Gen X,Female,Engineering,Mid,0,4.1,89000,-12.1,hybrid,0,3,46,0,1,regular,35,0,6.5,5,2,66,1,5,0,9,stayed,0
EMP020243,24,Gen Z,Female,Marketing,Mid,0,2.2,78000,-7.3,hybrid,1,4,18,1,3,light,46,0,7.0,2,2,43,1,3,0,10,rto_inflexibility,1
EMP020244,35,Millennial,Female,Operations,Junior,0,0.7,51000,1.2,remote,0,1,18,0,1,light,35,0,5.1,3,1,64,0,2,0,3,stayed,0
EMP020245,28,Millennial,Female,Engineering,Senior,0,2.1,106000,3.4,remote,1,2,21,1,1,regular,41,0,4.8,2,1,39,0,2,1,16,poor_management,1
EMP020246,26,Gen Z,Male,HR,Senior,0,1.6,128000,0.5,remote,1,1,25,1,2,regular,40,0,2.9,2,1,76,0,3,0,12,stayed,0
EMP020247,33,Millennial,Male,Marketing,Junior,0,4.5,69000,-23.7,onsite,1,5,18,1,1,light,41,1,2.3,3,2,97,2,2,0,14,better_offer_pay,1
EMP020248,39,Millennial,Female,Finance,Junior,0,0.7,70000,-7.1,onsite,0,5,77,1,5,regular,32,1,6.5,3,0,79,1,5,1,6,career_growth,1
EMP020249,35,Millennial,Female,Finance,Junior,0,1.1,57000,-5.3,remote,0,0,25,1,2,regular,56,0,5.9,5,2,89,0,3,0,21,stayed,0
EMP020250,33,Millennial,Female,Engineering,Junior,0,1.0,58000,-7.4,remote,0,0,31,0,5,none,42,0,4.8,5,0,91,0,1,0,22,stayed,0
EMP020251,42,Millennial,Male,Sales,Director,1,2.6,211000,-19.2,remote,0,1,18,1,1,light,47,0,5.2,4,2,86,2,5,0,6,stayed,0
EMP020252,43,Millennial,Male,Engineering,Manager,1,5.3,193000,7.4,remote,0,0,16,0,1,regular,42,1,2.2,4,2,82,0,5,1,14,stayed,0
EMP020253,36,Millennial,Female,Finance,Mid,0,1.7,96000,-1.7,remote,1,2,16,1,2,regular,30,1,3.1,3,1,77,0,2,0,5,stayed,0
EMP020254,26,Gen Z,Female,Engineering,Junior,0,8.1,54000,6.6,onsite,1,5,103,1,3,none,35,0,1.5,4,1,74,0,3,1,15,stayed,0
EMP020255,30,Millennial,Female,Operations,Junior,0,0.4,75000,3.2,hybrid,0,3,59,1,3,light,40,0,5.3,4,0,91,0,4,1,15,stayed,0
EMP020256,32,Millennial,Male,Data,Lead,1,5.3,166000,-4.7,hybrid,0,2,21,0,4,regular,45,0,3.7,3,1,72,0,4,0,20,stayed,0
EMP020257,41,Millennial,Female,Operations,Mid,0,3.1,94000,-15.3,hybrid,1,3,63,1,2,light,44,1,3.5,4,0,69,0,5,1,3,stayed,0
EMP020258,44,Gen X,Male,Engineering,Mid,0,1.7,69000,-11.0,remote,1,2,3,1,1,none,35,0,6.3,5,4,36,0,2,0,15,stayed,0
EMP020259,20,Gen Z,Male,Customer Support,Mid,0,2.1,68000,16.1,hybrid,0,2,14,1,2,none,48,0,3.6,5,1,100,0,5,0,8,stayed,0
EMP020260,24,Gen Z,Male,Customer Support,Junior,0,1.1,69000,5.3,hybrid,0,3,52,1,3,light,47,0,4.5,5,4,71,0,2,0,14,stayed,0
EMP020261,43,Millennial,Female,HR,Manager,1,1.8,268000,6.3,hybrid,0,2,43,1,5,regular,50,1,8.8,3,2,63,0,2,0,14,stayed,0
EMP020262,31,Millennial,Female,Engineering,Junior,0,1.1,66000,-2.1,onsite,0,5,73,1,4,regular,47,0,5.3,2,4,47,0,3,0,17,better_offer_pay,1
EMP020263,40,Millennial,Male,Sales,Mid,0,4.4,101000,2.8,hybrid,0,3,60,1,2,none,50,0,6.6,4,0,64,1,2,0,11,stayed,0
EMP020264,39,Millennial,Male,Customer Support,Mid,0,3.6,97000,12.5,remote,0,0,96,1,3,regular,46,1,3.0,1,1,53,0,5,0,18,stayed,0
EMP020265,35,Millennial,Male,Engineering,Senior,0,9.6,146000,-4.9,hybrid,1,3,37,0,3,power,52,0,3.3,2,1,83,2,1,0,20,stayed,0
EMP020266,52,Gen X,Male,Finance,Mid,0,1.9,104000,-6.2,remote,0,1,2,0,5,none,44,1,2.7,5,2,65,2,1,0,18,stayed,0
EMP020267,20,Gen Z,Female,Sales,Manager,1,4.8,203000,-2.7,remote,0,1,52,1,3,regular,33,1,4.1,1,0,50,0,5,0,7,stayed,0
EMP020268,23,Gen Z,Male,Marketing,Senior,0,3.0,130000,10.4,hybrid,0,3,12,1,5,light,39,0,2.3,2,1,67,0,4,0,5,stayed,0
EMP020269,25,Gen Z,Male,Engineering,Junior,0,5.0,60000,1.8,hybrid,0,3,52,1,5,regular,57,0,5.9,1,2,56,0,5,1,3,stayed,0
EMP020270,32,Millennial,Female,Sales,Mid,0,6.8,101000,-3.2,onsite,1,5,8,0,4,regular,44,0,2.9,1,2,77,0,5,0,3,stayed,0
EMP020271,42,Millennial,Female,Customer Support,Senior,0,4.2,164000,-2.5,hybrid,0,3,68,1,4,light,33,0,7.4,3,2,65,0,2,1,8,stayed,0
EMP020272,29,Millennial,Female,Engineering,Director,1,1.1,201000,-3.9,onsite,0,5,15,0,4,power,36,0,5.4,3,2,73,1,4,0,11,stayed,0
EMP020273,30,Millennial,Female,Customer Support,Manager,1,2.1,229000,-13.8,hybrid,0,3,24,1,5,regular,30,0,2.4,5,4,77,1,3,1,11,stayed,0
EMP020274,34,Millennial,Male,Data,Senior,0,4.2,141000,-8.3,hybrid,1,3,33,1,4,light,42,0,7.8,5,4,79,0,3,0,12,stayed,0
EMP020275,29,Millennial,Male,Customer Support,Mid,0,2.7,80000,-6.2,remote,1,2,29,0,5,light,51,0,2.4,2,4,61,1,4,0,3,stayed,0
EMP020276,39,Millennial,Male,Customer Support,Senior,0,1.5,121000,9.3,hybrid,0,2,23,1,4,light,44,0,5.3,5,2,60,0,2,1,21,stayed,0
EMP020277,49,Gen X,Female,Marketing,Junior,0,8.4,57000,10.9,hybrid,0,3,23,0,2,regular,46,0,5.8,2,1,48,0,1,0,7,stayed,0
EMP020278,20,Gen Z,Male,Operations,Mid,0,1.8,105000,-17.8,hybrid,1,5,26,1,5,regular,48,0,5.8,3,2,73,0,1,0,18,rto_inflexibility,1
EMP020279,36,Millennial,Male,Product,Junior,0,3.8,53000,7.4,onsite,0,5,104,1,3,regular,31,0,2.7,5,0,47,0,1,1,7,stayed,0
EMP020280,42,Millennial,Male,Sales,Junior,0,3.5,58000,-9.8,onsite,0,4,53,1,2,regular,37,0,5.0,5,0,47,0,1,1,5,career_growth,1
EMP020281,36,Millennial,Male,Data,Manager,1,0.9,171000,-11.2,remote,0,0,35,1,1,light,37,0,4.3,5,1,68,2,5,0,4,stayed,0
EMP020282,52,Gen X,Male,Operations,Mid,0,1.5,93000,15.1,remote,1,2,11,1,1,regular,43,0,10.0,2,2,80,0,1,0,7,poor_management,1
EMP020283,33,Millennial,Female,Finance,Manager,1,2.6,186000,9.2,hybrid,1,5,60,0,4,light,33,0,4.8,2,1,55,1,5,1,21,stayed,0
EMP020284,41,Millennial,Male,HR,Mid,0,1.6,106000,-28.2,onsite,0,5,45,1,4,regular,46,0,4.4,2,1,66,0,4,0,13,poor_management,1
EMP020285,29,Millennial,Female,Customer Support,Senior,0,8.0,125000,17.4,hybrid,0,3,31,0,1,regular,39,0,2.9,4,1,91,0,2,0,22,stayed,0
EMP020286,28,Millennial,Female,Engineering,Lead,1,1.2,164000,-1.7,hybrid,0,3,13,0,5,none,35,0,4.5,4,2,57,1,1,0,19,stayed,0
EMP020287,26,Gen Z,Male,Operations,Lead,1,3.3,191000,-12.0,remote,0,1,14,1,3,regular,48,0,9.5,4,4,59,0,4,0,20,stayed,0
EMP020288,32,Millennial,Female,Customer Support,Director,1,3.3,245000,-9.0,remote,0,1,13,1,2,none,36,0,5.5,4,1,83,1,2,0,7,stayed,0
EMP020289,29,Millennial,Female,Sales,Mid,0,9.7,109000,-8.2,remote,0,0,52,1,4,light,44,1,5.0,1,0,65,0,3,1,5,involuntary_layoff,1
EMP020290,46,Gen X,Female,Engineering,Manager,1,4.9,194000,-22.3,onsite,0,4,14,1,2,regular,42,0,5.5,1,2,82,0,2,1,12,stayed,0
EMP020291,27,Gen Z,Male,Engineering,Senior,0,4.0,122000,0.6,hybrid,0,2,39,0,2,power,52,0,2.3,2,4,71,0,2,0,5,stayed,0
EMP020292,20,Gen Z,Male,Sales,Junior,0,4.1,58000,2.7,onsite,1,5,20,1,4,light,32,1,3.2,5,2,82,2,2,0,22,stayed,0
EMP020293,28,Millennial,Female,Product,Senior,0,1.9,162000,16.9,hybrid,1,4,59,1,3,power,38,0,1.0,2,4,62,0,2,0,11,poor_management,1
EMP020294,39,Millennial,Male,Sales,Junior,0,6.5,63000,0.2,onsite,0,5,12,1,5,power,48,0,2.4,3,1,64,0,3,0,24,stayed,0
EMP020295,31,Millennial,Female,Customer Support,Manager,1,1.9,172000,-21.9,hybrid,0,3,29,0,1,regular,60,1,9.3,1,2,64,0,1,0,5,stayed,0
EMP020296,22,Gen Z,Female,Marketing,Junior,0,1.4,68000,16.0,remote,0,0,9,1,5,light,41,0,6.0,4,0,74,0,2,0,22,stayed,0
EMP020297,20,Gen Z,Male,Customer Support,Manager,1,5.0,227000,-7.8,onsite,0,5,7,1,2,regular,42,0,6.5,2,4,49,2,5,0,11,poor_management,1
EMP020298,36,Millennial,Male,Engineering,Senior,0,4.9,136000,-9.9,onsite,0,4,46,1,2,power,57,0,4.3,1,1,64,1,2,0,24,stayed,0
EMP020299,26,Gen Z,Female,Finance,Director,1,3.1,244000,-4.9,remote,0,1,12,0,2,regular,49,0,5.5,3,2,54,0,4,1,5,other,1
EMP020300,39,Millennial,Male,Customer Support,Junior,0,0.7,65000,-17.2,remote,0,0,39,0,5,none,47,0,5.1,2,1,51,1,4,0,22,stayed,0
EMP020301,50,Gen X,Male,Product,Mid,0,3.0,118000,-23.2,onsite,1,5,20,0,1,regular,37,1,2.4,2,4,50,1,3,0,16,stayed,0
EMP020302,33,Millennial,Male,Sales,Director,1,1.8,263000,-3.6,remote,1,1,46,1,3,power,46,0,6.5,1,2,84,1,1,0,20,stayed,0
EMP020303,40,Millennial,Other,Finance,Senior,0,1.9,126000,-21.8,onsite,0,5,36,0,4,regular,41,1,5.2,3,4,64,1,2,1,10,stayed,0
EMP020304,33,Millennial,Male,Engineering,Lead,1,7.4,113000,-11.4,remote,0,1,62,1,2,none,45,0,6.6,5,1,97,0,1,0,17,stayed,0
EMP020305,47,Gen X,Male,Engineering,Director,1,2.4,245000,-9.5,onsite,1,5,35,0,1,none,45,0,6.4,1,2,55,1,4,0,22,career_growth,1
EMP020306,36,Millennial,Male,Finance,Manager,1,5.4,176000,-5.5,hybrid,0,2,25,0,3,none,37,0,6.2,5,0,63,0,4,0,10,stayed,0
EMP020307,50,Gen X,Male,Engineering,Lead,1,4.9,156000,4.1,hybrid,0,3,27,1,5,none,39,0,8.2,2,2,40,0,1,0,5,poor_management,1
EMP020308,43,Millennial,Male,Marketing,Junior,0,4.4,55000,-1.2,hybrid,0,3,39,1,2,power,30,1,4.7,2,1,81,0,5,1,22,stayed,0
EMP020309,38,Millennial,Male,Engineering,Senior,0,1.0,158000,-14.2,remote,0,0,49,1,3,none,40,1,7.3,3,0,71,0,5,1,7,stayed,0
EMP020310,31,Millennial,Female,Data,Junior,0,3.1,51000,-20.9,onsite,0,4,13,0,3,regular,41,0,5.6,2,0,83,0,2,1,11,stayed,0
EMP020311,30,Millennial,Male,Finance,Director,1,1.8,209000,9.3,onsite,1,5,68,0,5,regular,36,0,6.7,5,2,49,0,2,0,6,stayed,0
EMP020312,27,Gen Z,Male,Engineering,Junior,0,3.9,76000,-2.1,hybrid,0,3,29,0,5,none,43,1,1.6,4,4,99,0,2,0,10,stayed,0
EMP020313,23,Gen Z,Male,Customer Support,Junior,0,7.7,61000,17.9,remote,1,2,47,1,5,power,51,0,7.4,3,1,86,0,1,0,4,stayed,0
EMP020314,26,Gen Z,Female,Data,Junior,0,3.6,50000,-9.2,onsite,1,5,101,1,5,none,41,1,3.9,3,4,38,0,3,1,14,involuntary_layoff,1
EMP020315,31,Millennial,Male,Finance,Junior,0,1.3,78000,-0.3,remote,0,1,28,1,3,regular,38,0,5.8,1,1,91,0,2,0,23,stayed,0
EMP020316,34,Millennial,Male,Engineering,Junior,0,2.9,54000,4.1,remote,0,1,29,1,2,power,41,0,2.5,3,0,64,0,4,0,6,stayed,0
EMP020317,35,Millennial,Male,Engineering,Mid,0,2.6,100000,3.1,hybrid,0,2,6,1,5,none,55,0,7.1,3,2,58,0,1,0,17,stayed,0
EMP020318,30,Millennial,Female,Engineering,Manager,1,1.0,188000,-3.7,hybrid,0,3,33,1,1,regular,35,0,4.3,3,0,78,0,2,0,19,stayed,0
EMP020319,34,Millennial,Female,Finance,Junior,0,1.2,67000,-4.3,hybrid,1,3,55,1,3,none,45,0,5.8,3,1,67,0,3,0,11,stayed,0
EMP020320,33,Millennial,Male,Engineering,Senior,0,2.6,128000,-3.4,onsite,0,4,14,1,4,regular,36,0,5.7,1,4,80,0,1,1,15,stayed,0
EMP020321,39,Millennial,Female,Customer Support,Lead,1,5.8,144000,8.5,hybrid,1,4,115,0,5,regular,41,0,2.8,2,1,69,1,4,0,24,stayed,0
EMP020322,32,Millennial,Female,Customer Support,Senior,0,3.7,103000,-7.2,remote,0,1,5,0,1,power,57,1,2.6,3,2,84,0,3,0,6,stayed,0
EMP020323,24,Gen Z,Male,Sales,Senior,0,4.9,157000,14.0,hybrid,1,4,20,1,4,light,30,0,1.6,2,1,89,0,2,1,19,poor_management,1
EMP020324,34,Millennial,Male,Sales,Senior,0,3.1,157000,5.4,remote,0,0,24,0,4,light,46,0,7.7,4,1,76,0,4,0,24,stayed,0
EMP020325,26,Gen Z,Male,Data,Manager,1,2.4,244000,-0.9,onsite,0,5,9,1,4,light,52,1,3.0,4,1,61,1,2,1,21,stayed,0
EMP020326,33,Millennial,Female,Engineering,Senior,0,5.2,102000,-3.7,hybrid,0,2,32,0,1,regular,49,0,4.6,3,0,78,0,2,0,12,stayed,0
EMP020327,35,Millennial,Female,Customer Support,Junior,0,4.5,80000,-1.1,remote,0,1,15,1,2,light,42,0,8.4,4,0,54,0,5,0,16,stayed,0
EMP020328,22,Gen Z,Female,Operations,Junior,0,4.7,76000,-0.5,onsite,0,5,11,0,2,regular,47,1,5.5,2,1,86,0,5,0,3,stayed,0
EMP020329,37,Millennial,Male,Data,Junior,0,1.7,70000,-3.3,remote,0,1,14,0,2,light,38,1,7.7,3,2,68,0,2,0,22,stayed,0
EMP020330,25,Gen Z,Male,Finance,Senior,0,3.8,117000,0.2,onsite,0,5,9,1,5,light,49,1,5.6,2,0,47,2,4,0,4,stayed,0
EMP020331,26,Gen Z,Female,HR,Junior,0,1.5,55000,-13.7,onsite,0,5,30,0,5,regular,36,1,5.4,1,1,37,0,5,1,4,other,1
EMP020332,49,Gen X,Female,Customer Support,Junior,0,3.1,55000,-2.0,remote,0,1,35,1,5,none,47,0,4.7,2,0,68,0,2,1,13,stayed,0
EMP020333,33,Millennial,Male,Operations,Lead,1,8.5,171000,-3.5,hybrid,1,5,176,1,5,none,38,0,1.7,5,2,72,0,4,1,6,stayed,0
EMP020334,28,Millennial,Male,Marketing,Mid,0,4.1,102000,12.7,hybrid,1,3,50,0,1,power,41,0,5.4,5,1,68,0,1,0,4,stayed,0
EMP020335,43,Millennial,Male,Marketing,Senior,0,4.9,125000,0.6,remote,0,1,13,0,1,light,36,0,9.1,4,2,76,1,4,0,15,stayed,0
EMP020336,24,Gen Z,Male,Engineering,Mid,0,3.9,78000,4.3,hybrid,0,3,37,1,2,regular,39,0,3.4,5,2,66,1,1,0,13,stayed,0
EMP020337,36,Millennial,Male,Operations,Junior,0,2.0,61000,-11.6,remote,0,0,63,0,3,light,40,0,5.7,2,2,34,0,4,0,4,stayed,0
EMP020338,31,Millennial,Male,Data,Lead,1,5.7,158000,-14.7,onsite,0,4,28,1,4,power,47,0,4.9,3,2,89,1,3,0,18,stayed,0
EMP020339,23,Gen Z,Male,Finance,Mid,0,2.8,113000,4.4,remote,0,1,147,1,2,none,42,0,5.8,3,0,71,0,2,0,20,stayed,0
EMP020340,28,Millennial,Male,Sales,Junior,0,7.7,53000,9.3,hybrid,1,3,66,1,5,regular,47,1,3.9,2,1,47,1,4,0,9,stayed,0
EMP020341,34,Millennial,Female,Engineering,Lead,1,2.3,176000,8.7,remote,0,0,49,0,2,regular,30,0,2.4,5,4,78,1,2,0,24,stayed,0
EMP020342,35,Millennial,Female,Sales,Junior,0,2.7,69000,-9.3,onsite,1,5,36,1,4,light,39,1,5.8,2,1,50,1,4,1,23,rto_inflexibility,1
EMP020343,29,Millennial,Female,Sales,Mid,0,0.9,80000,-11.0,hybrid,0,2,79,1,5,regular,44,1,7.1,3,2,89,1,1,1,10,stayed,0
EMP020344,48,Gen X,Female,Sales,Mid,0,2.3,97000,-3.8,hybrid,1,5,58,1,1,light,54,0,5.1,1,1,53,0,5,1,20,poor_management,1
EMP020345,20,Gen Z,Female,Customer Support,Manager,1,6.0,145000,10.0,hybrid,0,2,35,1,4,regular,49,1,3.5,1,2,27,1,4,0,16,stayed,0
EMP020346,41,Millennial,Female,Marketing,Senior,0,1.8,126000,-1.7,remote,1,3,13,1,3,regular,47,1,6.1,3,2,78,0,3,0,19,rto_inflexibility,1
EMP020347,32,Millennial,Male,HR,Mid,0,3.9,72000,14.0,remote,0,0,49,0,1,none,44,0,7.8,4,4,57,0,2,0,8,stayed,0
EMP020348,51,Gen X,Female,Engineering,Mid,0,9.2,97000,5.8,onsite,1,5,92,1,1,power,46,0,6.3,2,2,54,0,5,1,21,stayed,0
EMP020349,35,Millennial,Male,HR,Manager,1,6.3,162000,-11.8,hybrid,0,3,28,1,4,none,39,1,4.5,3,4,49,0,5,0,6,stayed,0
EMP020350,32,Millennial,Female,Engineering,Mid,0,8.9,92000,-13.6,hybrid,0,2,17,0,1,light,46,0,3.8,5,2,72,1,5,0,22,stayed,0
EMP020351,22,Gen Z,Male,Product,Mid,0,1.5,109000,0.1,hybrid,0,2,10,0,4,regular,32,0,3.4,3,0,76,0,1,0,13,stayed,0
