likes,shares,comments,views,watch_time_sec,caption_length,hashtags,posting_hour,creator_followers,popularity_score
21504,6875,336,241524,34.13,182,12,5,7929014,50.73
28044,12562,4783,796495,107.67,15,12,9,7302551,38.08
7903,755,551,425162,31.66,127,5,5,751529,9.63
4691,340,62,20054,24.49,62,13,2,7593007,68.5
15917,7613,1256,75097,40.35,103,9,11,3414552,100.0
9031,3506,1184,36582,80.46,140,4,4,3712512,100.0
166007,40050,28476,682326,84.49,189,10,10,9047179,100.0
107512,22771,13538,368043,71.99,163,8,22,4024811,100.0
47927,5996,2153,357077,109.89,50,16,18,2958257,59.15
20191,3179,1204,165613,76.06,39,18,16,2373798,56.64
34210,3869,2874,469460,108.18,18,5,3,2942359,38.22
234970,33323,13877,839048,106.53,52,20,22,8509246,100.0
44742,6435,2018,943542,114.28,25,13,12,8521241,29.34
154119,31059,29419,599599,77.58,129,18,14,7335341,100.0
136713,34083,14700,849954,17.93,187,11,16,2101971,87.03
28903,908,4431,557760,62.55,31,4,5,1244830,24.21
40113,17401,1730,695265,105.97,183,13,23,3172118,49.03
228947,28008,41693,836560,50.84,27,18,14,7423363,100.0
30048,12512,5992,517643,108.37,187,7,15,1742339,55.3
231878,60489,27141,852694,2.84,82,12,5,5797877,100.0
63430,14414,4948,765676,111.62,114,4,5,7593218,51.4
129388,49733,2358,702670,60.13,14,15,7,8092435,100.0
45286,2145,466,229128,44.84,15,11,0,6743801,54.9
77825,23335,6898,867669,60.52,149,19,16,5408395,56.85
12194,2994,2051,70309,109.42,103,9,15,2877569,100.0
16866,3310,2003,886993,114.46,200,12,11,3634351,20.67
102801,48007,8847,883620,69.89,70,20,11,7387324,92.1
85791,3865,8088,504515,47.46,94,3,12,5490248,58.44
183279,65574,24476,620390,44.79,105,17,5,2956925,100.0
76987,11260,11917,873792,44.81,17,20,23,8208726,45.22
32315,2740,3570,957089,21.13,58,14,4,4312209,14.53
25229,6794,4244,120581,62.67,20,20,22,1085791,100.0
49475,4322,4057,311475,51.52,23,2,18,4590744,60.56
21303,5845,3913,396321,59.6,149,1,11,4047122,38.86
71673,25054,4480,468002,69.56,182,8,15,2634861,98.3
220490,37377,34116,806603,62.93,125,17,19,1576477,100.0
8722,1379,968,391693,61.72,51,20,22,277137,16.0
1037,328,68,9534,66.85,7,1,0,2133145,68.18
184048,79768,6314,774191,12.28,136,5,12,9225886,100.0
7301,2999,324,108783,58.06,125,6,6,5995336,49.03
67141,3606,1831,735180,13.1,84,9,0,838132,26.35
265756,10940,35789,923571,27.91,25,5,21,547845,100.0
10846,3086,1628,475794,89.98,196,3,12,4353536,22.61
38153,16117,1079,785559,19.61,71,14,15,9870312,33.22
136891,65215,10949,767009,78.59,196,1,1,6924765,100.0
94551,38335,9079,375470,11.48,179,8,14,3264439,100.0
29848,13391,1180,230873,24.17,167,4,7,9654531,90.11
20259,5729,482,364204,60.68,42,3,5,1110832,33.92
77230,32319,13053,567633,105.87,170,3,16,6134045,100.0
33042,8232,4875,287291,90.15,151,13,12,8849257,73.4
219704,106219,34356,746734,14.06,66,0,4,9673045,100.0
101474,22731,20167,340149,9.77,57,2,17,276346,100.0
116506,17927,17665,906967,70.58,71,16,21,1619100,67.12
111594,33165,1436,801056,50.27,193,3,9,2611122,75.63
123058,17060,14227,527458,88.19,133,5,19,2357805,100.0
97461,40373,6964,915186,77.97,69,13,18,8145177,78.92
174150,43226,20151,801622,98.15,7,5,6,1056260,100.0
35410,15333,661,196258,115.3,49,13,1,9560563,100.0
11244,4947,334,293340,47.23,159,10,3,2009185,30.11
8506,4086,637,106136,62.45,134,6,14,1065301,65.27
113245,15488,18521,392986,76.98,192,5,11,3610840,100.0
72772,19087,9526,451169,30.43,189,13,13,2223166,93.44
44027,21809,3029,511241,77.3,137,12,10,1045222,72.06
4807,327,420,76503,79.52,75,4,13,4494306,28.91
72708,33828,5793,317259,64.28,112,10,7,2711833,100.0
22011,10964,2432,518499,37.66,57,15,13,7842210,36.92
12247,3899,1823,267466,63.53,65,2,15,9210968,35.2
23230,3257,2654,159127,89.48,190,14,14,4550297,71.12
89823,35962,16781,416737,110.4,144,20,2,1807898,100.0
41892,6522,1518,427876,45.9,192,8,20,2987253,42.07
155185,69893,19363,520013,32.46,77,3,19,8942924,100.0
102789,19591,11257,845276,19.55,139,11,23,4880271,59.44
96037,12459,11261,450531,91.62,58,3,11,4905154,98.19
8799,3290,1151,731347,39.24,51,0,19,8956554,12.01
11154,1660,464,38224,89.53,121,7,9,7259762,100.0
19298,3969,2662,221670,80.24,35,2,0,1338052,52.35
29276,11404,791,669368,50.14,181,2,22,5622866,31.68
15024,3922,441,278537,29.43,100,13,8,3662216,29.0
184205,18993,25084,657018,91.22,75,16,9,176182,100.0
42565,11511,2668,365669,29.64,181,18,2,2170814,63.2
83869,40994,4617,445698,13.72,186,4,6,6641661,100.0
2359,342,106,10049,52.5,167,8,5,181080,94.14
60769,18641,8694,891086,15.32,105,5,12,6330210,43.41
79945,4650,4280,643005,82.85,140,10,8,7559761,45.37
119384,43785,2917,399501,76.42,83,17,13,494590,100.0
46510,22763,1402,832018,14.19,100,1,1,1801451,41.22
19912,4376,3295,76441,95.19,7,10,10,2381339,100.0
6563,2668,615,95048,2.27,64,6,18,9674144,46.96
28745,7130,4588,118911,38.3,35,15,22,6091361,100.0
1086,273,116,57826,106.18,30,19,11,2195849,20.6
166111,74474,6218,555191,63.18,176,3,15,4829028,100.0
149039,41255,15039,982275,96.53,53,14,16,895547,93.48
2855,1234,336,12091,118.12,90,12,19,898797,100.0
113773,52738,13399,769877,39.65,130,3,21,8380513,100.0
75099,27293,9041,307866,51.1,30,14,1,2647181,100.0
112628,50207,4848,673904,3.84,177,8,20,3884788,100.0
154746,31988,16545,517419,19.89,73,15,5,1189201,100.0
88290,30357,4934,478241,66.02,117,0,18,7724382,100.0
31804,4542,5888,679925,21.56,21,1,10,5066139,24.69
35145,16969,660,117220,24.2,85,20,3,1650839,100.0
165455,73701,29163,905064,78.17,186,3,19,8404522,100.0
73875,27238,8083,503098,45.92,187,16,1,9574977,100.0
169280,39461,28411,744011,115.77,115,13,1,1372329,100.0
69650,32112,13879,610099,99.77,62,6,14,6705325,100.0
70053,27965,1812,426985,81.75,102,17,11,501408,100.0
53336,4823,3488,948380,48.08,83,13,11,7830929,23.9
281587,52923,33826,988192,117.42,72,11,7,3547518,100.0
244333,66772,39411,987736,108.65,31,0,21,9681046,100.0
153254,67428,23448,811661,119.19,72,8,18,1021421,100.0
192906,33458,5160,812312,9.37,6,2,6,3984799,94.39
141132,69284,11588,856271,85.15,105,18,9,5355836,100.0
193737,81417,20310,663783,36.63,197,11,19,2389479,100.0
156898,70780,25789,546671,115.18,143,5,1,6276282,100.0
52283,18219,8632,476301,42.1,79,18,7,5882190,78.01
12737,2047,1914,794374,82.09,150,9,9,4498469,15.8
3802,903,617,110552,107.2,149,15,13,1724370,29.95
68727,3104,7111,423803,105.69,90,14,4,2043628,62.91
152937,61730,28738,635352,76.02,146,0,0,1422473,100.0
19765,1770,3023,265647,102.71,22,4,21,7398144,40.35
13137,6297,1395,572033,31.43,122,16,2,3942286,20.57
109286,24517,3556,544010,28.89,42,3,22,7616550,93.04
3031,1032,229,61450,39.92,123,0,9,8531303,33.45
4169,1208,67,156018,93.59,88,16,5,9315552,22.77
7519,914,104,220073,50.37,25,4,8,6015416,16.38
80026,32977,15619,416777,23.02,78,19,9,3361626,100.0
109659,35167,15172,754029,5.55,22,12,12,2627695,91.37
104313,22164,20796,547804,67.76,177,3,4,2835097,100.0
4786,545,890,234167,116.95,33,5,0,1447102,20.96
22127,6151,2152,568226,71.08,191,11,19,2720973,28.56
71562,32554,9842,595355,78.26,191,18,2,8865232,98.94
129948,17118,14605,789525,41.73,188,19,10,4071871,72.65
90362,23268,1879,389858,109.71,182,15,2,6499907,100.0
200124,23396,31850,832726,101.45,7,11,6,9228194,100.0
104313,38746,2373,499684,35.3,167,18,5,460218,100.0
38135,18924,7395,259336,35.76,110,13,17,1137646,100.0
26339,8241,148,206803,22.46,67,13,0,5320904,68.1
143729,58521,4754,952991,102.22,89,5,17,7822092,100.0
39059,18847,6271,548246,112.23,161,7,10,6532732,68.43
262759,99101,46275,999296,55.65,198,7,13,5806746,100.0
147618,53282,18607,551617,53.53,145,3,17,2393307,100.0
81668,19931,8320,578511,73.91,122,10,17,5991894,80.86
75608,36214,8241,667970,49.23,43,13,6,9823401,91.03
17030,5335,1595,232988,37.96,188,13,4,394052,46.45
184693,60964,10491,931170,55.64,137,9,10,5039032,100.0
115704,5397,22939,572105,61.92,47,17,6,8545208,86.15
47049,17615,7518,182004,88.85,135,12,0,5549536,100.0
108696,20266,1244,866520,49.61,141,5,11,9346046,54.51
4625,1845,375,16148,80.33,89,4,19,8714100,100.0
187849,39250,32209,711851,30.22,131,19,18,6388598,100.0
32505,2774,2249,169383,85.87,98,11,1,4292544,73.3
192345,84110,15834,869009,29.78,78,4,8,5509566,100.0
22498,2178,4128,246726,19.83,184,11,20,2088446,41.6
21815,4885,4001,109356,103.83,86,10,1,4555321,100.0
113508,47185,22551,714509,9.89,178,1,21,2999326,100.0
10871,3184,1731,402179,95.77,14,7,22,6356421,26.13
16254,5610,1694,140941,78.72,128,14,14,7900129,79.75
22296,4625,1220,912939,74.37,169,17,20,6221732,18.39
27244,5310,4800,503504,96.49,119,18,18,5128834,38.17
225869,67650,9051,851187,99.09,197,0,3,9948728,100.0
58564,12260,2696,913983,9.81,144,19,23,3772082,29.42
34121,12284,5836,528135,86.77,66,15,1,9228303,53.15
79122,21688,629,755920,78.6,64,14,20,3596858,58.11
27352,7282,1544,746898,20.43,197,18,15,396558,20.67
112127,5344,20558,465998,61.53,131,3,20,4009852,98.83
7386,1894,562,40686,83.55,119,6,17,411253,100.0
111574,15148,19242,849580,117.71,188,14,3,7312878,72.85
30711,7568,1104,720800,15.46,117,16,6,5556038,21.72
55378,10594,2381,212636,50.88,36,4,5,6476240,100.0
5180,2576,245,397659,41.06,190,6,2,4052009,13.65
17406,4955,1884,75041,48.6,93,11,4,2859338,100.0
49375,9200,1756,284216,26.79,20,20,19,581878,74.43
162350,3058,25573,668881,76.6,192,16,12,9757771,89.45
75177,22186,8072,534403,11.46,89,10,11,4086770,82.12
10598,2486,1733,403240,31.19,11,1,1,565607,17.76
238083,45153,35157,800259,87.34,120,4,0,3251457,100.0
6431,3032,663,474435,88.54,121,19,12,1018132,19.0
136042,62936,12138,494036,35.45,123,12,0,8550350,100.0
148883,31128,24621,606148,92.95,46,6,9,7793831,100.0
154680,68874,18668,804589,18.79,9,10,16,2970182,100.0
3779,1214,644,19946,66.77,133,20,13,2006767,100.0
78919,34411,12908,533436,103.59,8,8,6,4393794,100.0
41512,13625,5243,220522,113.51,85,1,0,4825808,100.0
24462,2739,2440,133210,8.67,170,20,21,2350277,71.89
659,37,56,25754,111.31,43,4,15,4539941,19.32
25451,4241,2842,304946,51.74,186,7,13,874632,42.76
36570,9494,5969,218098,27.43,48,13,21,9238714,100.0
50094,23458,6428,461152,69.71,80,13,8,7652613,90.02
4186,1444,404,106076,55.16,82,3,7,2328055,29.88
86278,5587,12958,403774,72.78,112,1,11,5812746,87.92
135510,55745,25054,650810,10.46,79,17,23,5774578,100.0
163144,64063,8777,697954,108.67,66,20,1,7101124,100.0
131053,39665,18250,533371,94.82,80,20,3,2886149,100.0
186961,63163,25496,692890,27.27,40,18,7,7373820,100.0
88834,8199,16666,592973,6.42,61,14,13,3536975,65.51
27201,5859,3699,215004,11.23,65,12,1,2250745,66.58
88476,12999,14994,545526,24.45,115,14,7,2211621,79.32
204122,12804,4969,896781,112.39,174,2,10,4702500,75.2
123412,53493,3491,474723,35.04,144,11,19,7553880,100.0
57015,13792,2302,389461,51.53,120,19,8,4480938,74.28
22210,3755,2308,388705,104.55,146,17,18,7393939,36.0
57818,7026,5476,969213,11.71,18,7,2,1111934,24.59
62265,22200,6360,255497,2.58,106,18,16,8851938,100.0
32027,8076,1863,617357,29.67,62,13,21,8328033,28.69
54550,24787,9495,420186,33.95,156,14,0,6062941,100.0
109092,1378,4413,732184,82.59,67,5,14,4960281,44.46
245756,20612,14991,948331,92.09,54,8,18,6803031,94.63
111886,51566,5414,981216,116.88,142,2,17,5873327,91.18
117426,34628,13782,456627,20.44,73,11,10,4331005,100.0
25433,979,2506,318918,28.91,163,7,9,8572349,27.8
89444,31236,17279,796695,41.4,149,7,4,6202377,82.07
83590,32083,8555,811605,57.99,41,12,13,1888741,73.83
1163,60,137,12013,49.72,47,6,13,6386172,37.88
194120,23329,29133,681526,27.2,115,18,8,3559963,100.0
5054,365,345,18692,69.64,23,3,8,1217404,94.41
26968,12513,184,981892,116.92,69,8,14,7525063,30.07
65797,27306,3900,246804,110.15,14,19,2,9296613,100.0
62814,26891,9384,426561,68.56,31,3,4,8607125,100.0
18268,269,224,398387,22.73,59,10,11,601547,12.54
125965,18732,11655,725175,107.24,33,1,12,6363908,83.35
3573,1688,91,40035,44.65,57,7,20,4672261,66.18
82897,39830,8211,825856,59.2,23,1,10,9995840,81.68
33102,10656,1049,971261,23.43,79,4,12,9074763,20.94
11018,1438,1055,65869,41.6,171,18,10,4702065,71.46
170942,71593,16468,923563,49.18,151,1,22,144968,100.0
46880,2246,3478,160752,109.68,106,6,12,5156336,99.49
18819,7806,2774,141887,70.36,18,4,8,8255503,100.0
227016,36631,26650,857751,88.05,104,6,0,8290149,100.0
136985,24839,8265,870614,115.38,135,4,12,58346,78.66
5067,1961,974,30428,47.9,123,16,9,4303779,100.0
12247,1263,2304,112855,112.35,149,13,7,6271984,59.44
23871,5753,126,367251,97.12,138,13,11,5961316,38.63
37504,17590,6888,131305,92.24,5,10,7,693101,100.0
81257,34044,13381,547451,4.49,46,13,19,8861138,100.0
131794,26287,833,810973,107.05,46,8,11,762639,76.39
228038,9501,5682,778671,67.07,59,9,22,7374275,82.95
200168,59716,17430,708985,75.12,174,10,16,3349262,100.0
29515,9414,4968,701724,76.27,91,13,18,3000746,34.76
34873,12057,6421,622290,115.29,63,13,16,6886838,49.85
165242,39203,5530,705805,15.21,55,12,14,7776606,100.0
5475,377,192,60820,26.34,80,15,18,8005910,29.2
193514,73139,16735,956618,101.29,13,14,9,3143724,100.0
69934,9835,6726,260956,86.46,137,2,22,7875010,100.0
9243,4275,939,183314,34.99,147,9,16,4861382,40.75
47498,6493,8549,520359,113.86,70,8,14,1510193,54.44
76278,23959,10181,492482,12.68,117,7,0,50178,96.4
207139,28199,40048,695125,84.93,126,10,2,9757746,100.0
89945,20908,3400,322469,113.61,44,9,17,1654113,100.0
90732,43951,16918,379734,95.86,66,2,1,3308907,100.0
138759,49884,27423,613935,43.69,156,1,22,5082812,100.0
173755,73957,33198,778372,38.08,58,3,18,3120156,100.0
80895,2881,11394,545330,47.3,38,10,11,5808204,55.35
7739,2017,450,69724,105.4,100,15,1,4393377,66.51
124825,42797,21355,519402,100.33,179,12,11,1439074,100.0
214315,12796,8109,805873,107.24,176,1,3,8806088,87.34
127596,25830,13704,749322,14.7,45,14,19,5207824,83.71
26859,9930,1840,977460,109.67,139,19,14,7529986,28.03
19765,581,2511,285292,104.45,70,4,19,5757901,32.94
113488,18102,10246,706110,40.13,52,16,0,1699582,72.68
158202,73662,9631,810353,67.15,19,19,22,491287,100.0
25650,681,3987,235991,35.02,169,6,7,2076020,40.8
38042,11046,3481,353055,56.32,116,3,8,6012619,65.86
58566,24196,7155,344012,91.53,14,1,6,4735508,100.0
105311,26960,11789,408416,19.71,107,6,22,8154179,100.0
122373,31031,6651,442017,43.63,44,5,15,6300513,100.0
249093,83814,1363,946153,119.83,54,12,1,2916329,100.0
96981,8247,4143,931426,84.64,73,5,2,6924451,41.48
8953,3970,1196,94541,19.16,186,2,9,5058591,72.34
17032,375,2237,88474,18.91,99,12,20,7740392,63.59
26620,12322,3865,117858,32.41,188,20,17,3633754,100.0
229481,94911,37572,785043,33.15,145,8,19,4824741,100.0
34105,13900,3942,262938,104.24,137,12,13,8717464,100.0
158761,7128,17770,636441,32.3,187,18,20,793272,85.26
57289,25833,6259,782794,58.12,77,14,19,4024167,59.45
10615,3375,2112,114388,92.57,22,16,18,2033597,71.17
28447,9592,539,442228,3.33,57,4,22,5390650,35.8
62112,6489,1015,665658,82.22,197,17,12,3752685,37.78
249246,39653,47693,895515,49.82,137,0,18,6776417,100.0
61647,8203,4706,655464,118.46,118,6,23,7721688,48.56
48820,15457,1253,420447,67.6,29,19,16,9933712,68.98
142923,50235,4176,831508,69.89,14,2,12,1349124,100.0
68149,14092,1467,262319,114.68,90,17,10,2120694,100.0
19124,8450,907,460770,117.74,148,3,3,7387871,39.89
206798,77640,5879,775032,61.1,178,16,3,682159,100.0
173235,15070,20466,956983,65.34,75,8,6,4494999,74.53
114316,26852,8680,980325,11.54,97,1,16,4993186,58.51
97114,19722,12010,409550,92.85,93,19,21,5912091,100.0
80147,7410,12117,599596,4.45,152,3,5,7068853,54.69
29307,3570,5275,214562,19.13,51,6,0,1212625,64.31
190491,49556,32380,959677,83.32,131,5,13,6838819,100.0
69769,5040,7660,335173,38.14,63,0,20,8029355,77.62
35875,17398,4856,777637,98.32,5,6,17,7008163,46.11
58817,6628,6905,773485,33.6,83,6,10,1276188,33.83
65712,31241,1749,456708,63.82,61,12,2,7977192,100.0
10641,523,1366,81752,65.99,56,13,12,5746400,51.56
142551,37192,20656,487318,31.71,105,3,13,3531591,100.0
9270,353,1253,85412,114.35,84,15,18,7526374,48.28
8764,3499,1466,412105,115.89,60,0,9,6357296,27.0
68470,7178,5184,631960,45.78,22,4,13,1797912,43.76
22870,3465,4136,127454,65.95,91,2,1,6183211,94.01
26851,1813,3419,595528,73.73,185,3,6,6119429,23.74
130914,14051,8032,883944,18.23,147,3,4,7053418,54.15
7956,136,381,354493,13.31,26,2,6,3139575,7.01
120222,26479,3370,613818,84.08,129,14,12,4444902,94.84
45451,6788,1092,741279,98.3,129,5,17,3788809,32.35
98441,36574,14110,777258,98.2,84,1,21,3088891,95.82
48231,11941,1096,566793,71.26,167,19,10,6734527,46.66
138814,26362,22276,491466,2.42,88,17,5,214552,100.0
106662,14184,6284,762180,34.22,145,3,8,3701570,56.2
12740,2696,1057,90014,10.04,160,3,16,8372591,68.07
135534,52213,3965,511608,24.08,17,20,12,2586328,100.0
16283,6531,2494,93799,16.35,145,12,22,8494227,100.0
172248,75138,9153,741016,104.94,7,17,23,8899604,100.0
39208,11515,5405,341992,75.21,89,20,20,4893210,75.97
81233,1826,8517,619268,29.81,184,0,9,3889653,42.48
97318,17661,12682,325910,103.89,132,0,7,6648459,100.0
1149,209,191,14069,73.82,100,3,12,7611795,48.75
1893,603,177,6370,4.09,151,9,12,9481864,100.0
24801,10391,4489,428712,9.81,34,15,10,71949,44.64
25486,5023,688,248030,110.14,88,13,18,1417912,53.9
53449,2559,4620,838038,57.04,139,1,22,4937018,25.65
815,85,131,17422,66.93,189,12,0,1010879,26.57
59130,696,11750,525875,84.4,64,7,12,2931700,49.01
74166,8255,9177,298498,92.13,121,20,18,2679288,100.0
50928,22462,5035,452330,74.45,144,1,0,3910148,87.97
10849,1722,1334,908297,100.53,61,7,7,4990813,15.44
58292,28463,4036,216541,45.65,93,20,6,5244759,100.0
30940,13249,4636,142433,101.28,112,15,1,9903374,100.0
26677,324,3250,398234,22.38,81,15,22,7256526,22.57
27195,523,5329,149219,107.31,183,5,2,4479000,77.47
34665,16308,2935,243725,91.73,178,4,10,6305909,100.0
100369,38779,14444,581371,50.02,47,6,12,570625,100.0
2196,603,45,17671,100.45,100,2,5,5141166,70.93
66976,26960,6867,403843,33.94,175,17,20,3677376,100.0
120396,53434,7245,720205,16.48,118,9,21,3344272,100.0
9147,953,1661,40686,85.97,27,10,19,5081162,100.0
1179,59,52,27136,74.34,110,15,18,7094357,19.73
185390,37092,1654,679902,45.25,23,6,13,8310922,100.0
26422,3129,5072,136382,12.92,120,14,18,6735210,90.87
6246,2226,906,174747,42.59,113,3,9,2401079,28.03
199516,2866,21478,903010,100.47,25,20,11,5860124,75.25
62727,17810,10028,364365,60.28,109,0,3,6482962,100.0
84827,29346,12474,352769,78.91,26,11,9,343674,100.0
88660,16181,5960,637579,95.54,35,4,2,51352,69.76
30175,12364,4821,331714,99.61,33,14,1,46087,76.33
49397,9971,1080,545144,34.11,16,7,20,5097272,41.31
37536,7666,6263,902513,64.79,108,18,20,7530907,28.5
31889,13692,2700,801633,87.43,143,9,16,7409383,36.31
212630,77228,34086,918501,36.97,20,10,15,4437172,100.0
107739,14336,4414,834559,104.67,16,6,2,4503543,57.43
2434,1057,254,40308,82.25,31,16,1,4130908,51.25
140107,64957,3103,809061,12.52,14,20,1,2330617,100.0
132358,60648,11936,491852,61.08,200,7,10,2548929,100.0
171163,4745,5510,866503,119.78,6,13,8,5882991,61.73
44211,3179,2996,319590,19.55,147,8,19,9634002,46.6
125217,5284,2999,772103,114.54,118,3,16,7430810,53.65
52110,22495,361,683879,94.11,101,14,3,4116725,57.94
59412,15155,4467,919215,117.72,50,4,19,4884920,44.83
34429,6942,2454,497370,53.8,156,19,16,1307876,36.88
57943,21964,8881,336163,81.47,46,4,22,5489268,100.0
52535,17445,3643,835038,49.44,183,5,6,9110348,41.69
81895,30532,8456,934326,83.28,150,2,13,141332,65.32
139071,3742,16033,687934,85.86,59,19,22,979729,71.94
116257,16739,1581,983228,54.77,129,19,16,4158824,47.36
18903,3715,965,372169,95.27,66,6,14,7969031,31.61
93554,44592,4791,328230,78.4,192,11,11,6494997,100.0
96795,10351,9127,514192,108.35,102,17,11,8533077,81.93
271123,71527,6044,910127,16.57,164,19,10,117045,100.0
139426,58654,27673,565703,114.87,189,16,2,1764866,100.0
204006,27267,27621,834052,74.56,118,8,8,4625334,100.0
185702,87210,31837,733448,53.98,89,17,8,9910141,100.0
181511,68400,29613,688747,46.43,186,16,5,6598333,100.0
135732,6864,18221,521632,85.29,156,1,19,1764075,99.93
136413,29122,3864,515557,71.83,195,16,21,7945037,100.0
161106,13258,32069,952241,81.73,96,5,6,7698082,81.19
17985,8844,582,370094,32.73,148,6,21,2569021,38.07
8492,3725,566,454345,11.88,104,8,5,9798141,14.06
103059,32075,14910,591035,37.82,57,8,4,5356744,100.0
106917,25230,13200,698063,58.13,19,15,17,8997853,86.77
67046,2434,1782,398265,45.5,64,12,15,2022527,47.69
15936,5635,112,216969,76.4,175,4,23,9493603,48.69
122275,18460,10098,819182,119.13,24,1,22,2997377,73.55
109740,5241,13214,734674,48.14,181,18,4,1243454,55.31
13682,1021,1786,673294,68.41,105,16,1,1182925,14.41
81011,37733,5624,320960,12.54,74,18,4,9041288,100.0
266037,29761,47637,907378,45.03,72,16,12,2950020,100.0
53145,13100,5820,186329,47.99,98,0,23,3813868,100.0
107589,36922,2677,648566,27.97,83,20,9,2296416,96.0
269796,103957,30817,981387,53.73,13,11,0,8583172,100.0
110745,45274,15004,971635,23.09,95,7,21,6623069,83.28
225920,57869,33994,825444,57.25,11,16,12,705338,100.0
33781,13262,1195,312688,79.63,174,1,6,640645,74.85
54298,13851,5801,865493,14.43,96,9,2,2392347,35.02
41822,2143,3045,190523,49.61,70,14,2,772962,72.1
48777,15417,6657,423212,38.51,141,1,11,701255,75.13
16159,5810,1196,115381,83.67,24,19,10,2728535,94.51
116646,50403,16880,786007,13.08,195,1,6,8000484,100.0
77356,29834,9395,804573,66.63,95,19,6,6573002,71.73
98274,48028,4779,528129,119.1,51,18,9,7075041,100.0
6088,2997,1021,65193,15.76,51,10,1,2283009,77.97
23518,9248,4023,262007,62.23,91,12,18,3728884,70.99
115923,12399,15826,766743,67.94,35,11,2,8127843,68.68
5780,2422,320,25553,101.41,99,17,16,7515210,100.0
115115,25886,6607,867903,89.76,91,7,12,2233780,71.04
143183,62834,27584,787648,93.56,42,13,6,2238903,100.0
165006,66417,15683,613777,82.68,129,4,10,9333266,100.0
83861,15846,4021,406426,37.1,196,10,0,6109462,91.39
88717,38910,2338,318327,48.7,87,4,4,8175491,100.0
91707,15885,873,504456,94.8,20,16,20,4284650,78.63
29773,11123,4493,444388,9.46,127,8,5,7145496,46.96
174291,16538,12549,600968,15.85,86,11,11,1088764,100.0
4480,155,593,22568,17.61,57,18,10,5872425,68.04
2878,883,508,192611,116.0,178,19,12,3096522,21.15
21159,1499,302,113034,97.49,25,0,7,5581785,62.45
117993,44084,8909,577971,102.48,180,11,7,1684984,100.0
138494,64936,6887,862575,53.73,49,0,19,3492086,100.0
12527,5894,1993,722548,117.97,129,4,11,2887114,25.49
16928,4672,3215,360930,44.75,104,19,4,9878223,33.48
139646,56168,19096,792672,37.22,178,13,7,4815039,100.0
142030,43993,6289,925927,23.26,20,15,12,3320844,85.61
187372,11062,25921,795341,43.84,131,19,0,4909334,89.85
49687,13835,4421,370499,92.46,149,0,7,9342698,82.36
270444,120991,39875,999510,38.58,13,3,14,936511,100.0
92057,19771,17802,477568,62.34,118,11,22,7053922,100.0
3482,276,136,113175,75.5,8,14,13,9658033,17.04
225779,57821,35422,820928,89.96,73,18,5,3909867,100.0
10259,977,1934,454308,50.65,181,17,11,1702290,14.92
247996,92360,44213,921171,23.54,32,20,1,1511025,100.0
184272,19690,18988,797836,114.62,175,19,5,9357019,100.0
14233,5621,1514,147657,118.37,133,3,23,3855643,76.87
913,58,53,41748,112.84,27,19,17,4226526,18.0
50555,4709,7036,620572,82.46,162,12,23,174401,40.63
54903,26797,5025,452802,56.4,195,20,20,1581175,97.39
105445,46346,10532,676847,75.73,78,17,20,7395272,100.0
117127,46926,6212,697209,7.29,118,17,22,6889616,100.0
263778,7291,29393,890790,16.07,67,20,6,8766316,93.76
67554,7696,6421,478171,84.1,177,7,4,7301061,62.83
154049,26528,7578,971032,113.82,89,18,23,4658322,76.28
4291,705,820,229407,86.58,135,1,14,1529599,18.15
266518,109726,38945,972159,83.51,63,1,1,1091853,100.0
269431,3219,24652,987638,74.59,197,8,5,260389,84.0
20337,5398,525,185743,44.47,197,5,3,3283302,57.53
9061,3393,1096,165988,61.08,143,20,7,1350696,42.42
51382,13251,7728,211998,24.21,114,12,0,1330589,100.0
133406,16564,24013,646957,13.61,154,5,16,6291688,96.04
1478,522,140,5594,64.33,120,10,5,6396637,100.0
85485,14365,7488,535713,94.79,55,1,11,3091360,78.69
141438,25292,26001,627410,66.4,195,5,2,8671254,100.0
79818,29584,6373,716594,36.25,160,11,10,3134676,73.86
8829,1103,626,46007,3.3,25,16,21,4693255,72.89
159407,19864,12810,688543,78.17,164,12,12,9246975,96.92
146756,7618,22123,508668,54.85,41,17,15,1279380,100.0
147755,70622,21132,567913,7.09,187,4,16,8494320,100.0
84623,29487,15281,696248,118.13,69,9,4,7458528,94.93
59570,7019,4933,800192,102.06,123,1,23,6148212,38.49
260044,29332,49487,926740,108.3,186,12,0,5415906,100.0
11452,1899,2110,137592,117.38,14,4,22,4346766,53.69
172633,82905,9265,969631,65.59,62,3,17,7851431,100.0
135100,23338,7180,513940,78.39,161,2,2,3313551,100.0
33534,8931,3122,134939,35.81,159,6,7,5979353,100.0
226363,79493,18272,854228,94.23,18,5,15,5014552,100.0
35122,6497,4338,158260,42.1,59,10,4,2367616,100.0
15948,5890,3179,568174,9.39,187,1,22,7549649,21.12
254175,84702,35085,884648,63.89,83,8,5,7358137,100.0
38218,15202,1339,435931,98.36,162,8,17,8118358,64.55
42989,17944,2817,209153,31.51,193,5,1,9530633,100.0
120568,46511,20226,483801,35.03,99,1,13,3001510,100.0
125128,46809,12747,686070,11.55,151,4,1,1370313,100.0
4769,492,335,71838,72.49,166,1,1,9553408,30.87
36578,15724,4149,158332,28.32,144,19,15,7209172,100.0
73,22,10,712,18.41,198,14,8,1458497,63.69
