transaction_id,year,month,quarter,country,iso3_code,region,platform,game_edition,sales_channel,retailer,units_sold,gross_revenue_usd,average_selling_price_usd,discount_percentage,digital_sales_percentage,physical_sales_percentage,new_customers,returning_customers,estimated_active_players,peak_concurrent_players,online_players,story_mode_players,gta_online_players,dlc_revenue_usd,shark_card_revenue_usd,average_playtime_hours,average_session_length_minutes,holiday_season,major_sale_event,marketing_campaign,customer_rating,review_count,refund_rate_percentage,currency,exchange_rate_to_usd,internet_penetration_percentage,gaming_market_size,population_millions,gdp_per_capita_usd,release_phase,weekend_sales_percentage,weekday_sales_percentage,season,special_event,top_game_category,platform_generation
GTA5-107897,2020,7,3,Pakistan,PAK,Asia,PC,Premium Edition,Digital,PlayStation Store,451,4974.53,11.03,44.8,81.5,18.5,174,277,25368,2212,17273,8095,17273,13408.81,27637.48,15.9,52.4,0,Steam Summer Sale,1,4.31,6,2.27,PKR,279.9032,98.0,12.57,197.56,1987.61,Mature,40.1,59.9,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-107964,2020,7,3,Peru,PER,South America,PC,Premium Edition,Digital,Steam,249,2751.45,11.05,44.7,75.2,24.8,114,135,13093,1105,7286,5807,7286,5296.15,12240.5,13.7,46.7,0,Steam Summer Sale,1,4.61,4,2.82,PEN,3.6779,98.0,5.32,32.57,8509.25,Mature,53.1,46.9,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-107876,2020,7,3,Peru,PER,South America,PS4,Premium Edition,Digital,Epic Games Store,258,2105.28,8.16,59.2,57.7,42.3,117,141,8616,571,4805,3811,4805,3222.45,9686.24,13.6,24.1,0,Steam Summer Sale,1,4.39,7,4.78,PEN,3.6954,98.0,5.31,32.57,8499.31,Mature,44.4,55.6,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-107932,2020,7,3,Philippines,PHL,Asia,Xbox 360,Standard Edition,Digital,PlayStation Store,553,5375.16,9.72,51.4,60.5,39.5,209,344,18786,1536,11595,7191,11595,9482.28,24718.48,14.8,39.6,0,Steam Summer Sale,1,4.55,6,2.81,PHP,56.7925,98.0,24.52,106.38,4001.92,Mature,54.9,45.1,Summer,Steam Summer Sale,Action-Adventure,Gen7
GTA5-107885,2020,7,3,Poland,POL,Europe,PS4,Standard Edition,Digital,PlayStation Store,1053,12225.33,11.61,41.9,57.7,42.3,408,645,43929,3821,29973,13956,29973,13725.11,33551.45,17.8,42.0,0,Steam Summer Sale,1,4.68,19,3.66,PLN,4.0052,98.0,57.22,41.25,18061.33,Mature,46.8,53.2,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-107940,2020,7,3,Portugal,PRT,Europe,PC,Standard Edition,Digital,PlayStation Store,792,9401.04,11.87,40.6,80.0,20.0,367,425,28693,2321,16135,12558,16135,7374.09,25982.36,10.4,51.3,0,Steam Summer Sale,1,4.43,9,1.01,EUR,0.8955,98.0,11.38,10.86,23391.76,Mature,40.0,60.0,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-107893,2020,7,3,Qatar,QAT,Asia,PS3,Standard Edition,Digital,Epic Games Store,338,2994.68,8.86,55.7,58.0,42.0,122,216,19200,1415,10986,8214,10986,7404.27,27142.67,11.6,41.8,0,Steam Summer Sale,1,4.62,8,4.07,QAR,3.6376,98.0,8.77,2.39,95535.68,Mature,49.4,50.6,Summer,Steam Summer Sale,Action-Adventure,Gen7
GTA5-107948,2020,7,3,Romania,ROU,Europe,PS4,Standard Edition,Digital,Epic Games Store,617,7447.19,12.07,39.6,61.3,38.7,238,379,20526,1769,12995,7531,12995,9829.03,27764.87,16.1,44.2,0,Steam Summer Sale,1,4.7,8,2.88,RON,4.5438,98.0,11.72,21.17,13310.16,Mature,41.5,58.5,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-107907,2020,7,3,Russia,RUS,Europe,PS4,Criminal Enterprise Starter Pack,Digital,Rockstar Games Launcher,1182,7895.76,6.68,66.6,59.2,40.8,525,657,58958,2949,38656,20302,38656,31236.13,91131.23,14.5,40.2,0,Steam Summer Sale,1,4.49,24,5.47,RUB,90.0295,98.0,252.27,156.31,16811.3,Mature,51.0,49.0,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-107929,2020,7,3,Saudi Arabia,SAU,Asia,PS4,Standard Edition,Digital,Rockstar Games Launcher,1222,13845.26,11.33,43.3,60.8,39.2,558,664,62840,3947,42092,20748,42092,31561.72,94689.65,17.4,53.4,0,Steam Summer Sale,1,4.51,31,2.41,SAR,3.7153,98.0,66.28,32.57,26498.95,Mature,41.2,58.8,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-107956,2020,7,3,Serbia,SRB,Europe,PS4,Standard Edition,Digital,PlayStation Store,383,3148.26,8.22,58.9,61.0,39.0,151,232,18887,1449,13251,5636,13251,7172.63,27529.3,13.9,31.7,0,Steam Summer Sale,1,4.7,8,6.64,RSD,104.2502,98.0,1.61,7.82,7158.71,Mature,45.3,54.7,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-107901,2020,7,3,Singapore,SGP,Asia,PS3,Standard Edition,Digital,Steam,629,8850.03,14.07,29.6,59.2,40.8,243,386,25870,1409,19240,6630,19240,20283.34,41857.79,14.9,56.5,0,Steam Summer Sale,1,4.59,11,2.42,SGD,1.3185,98.0,21.94,5.86,58509.69,Mature,43.9,56.1,Summer,Steam Summer Sale,Action-Adventure,Gen7
GTA5-107899,2020,7,3,Slovakia,SVK,Europe,PS4,Premium Edition,Digital,Epic Games Store,360,4604.4,12.79,36.0,62.7,37.3,146,214,14419,876,8802,5617,8802,5682.89,20359.72,17.1,44.3,0,Steam Summer Sale,1,4.69,8,2.93,EUR,0.8999,98.0,3.2,5.86,21316.42,Mature,50.3,49.7,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-107905,2020,7,3,Slovenia,SVN,Europe,Xbox 360,Standard Edition,Digital,PlayStation Store,274,3246.9,11.85,40.7,57.4,42.6,111,163,8509,454,4823,3686,4823,3015.96,9452.53,13.2,25.2,0,Steam Summer Sale,1,4.42,3,4.31,EUR,0.9017,98.0,1.73,2.28,26364.69,Mature,43.0,57.0,Summer,Steam Summer Sale,Action-Adventure,Gen7
GTA5-107954,2020,7,3,South Africa,ZAF,Africa,PC,Legacy Edition,Digital,PlayStation Store,1015,9865.8,9.72,51.4,77.6,22.4,403,612,35161,2458,24060,11101,24060,14782.06,49504.95,14.2,40.5,0,Steam Summer Sale,1,4.24,14,6.59,ZAR,18.7323,98.0,28.28,57.53,8535.14,Mature,42.1,57.9,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-107939,2020,7,3,South Korea,KOR,Asia,Xbox One,Standard Edition,Digital,Microsoft Store,1116,14385.24,12.89,35.5,54.2,45.8,426,690,87278,5198,53502,33776,53502,38163.96,122338.54,17.2,47.9,0,Steam Summer Sale,1,4.28,15,2.08,KRW,1338.3259,98.0,227.35,55.36,32083.66,Mature,44.7,55.3,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-107883,2020,7,3,Spain,ESP,Europe,Xbox 360,Criminal Enterprise Starter Pack,Digital,PlayStation Store,1103,14901.53,13.51,32.4,59.1,40.9,405,698,32504,2242,23690,8814,23690,14900.5,40498.02,13.4,38.1,0,Steam Summer Sale,1,4.56,31,2.38,EUR,0.9009,98.0,177.81,51.02,33001.98,Mature,39.0,61.0,Summer,Steam Summer Sale,Action-Adventure,Gen7
GTA5-107942,2020,7,3,Sri Lanka,LKA,Asia,PC,Standard Edition,Digital,PlayStation Store,247,2941.77,11.91,40.4,76.8,23.2,94,153,9152,693,5331,3821,5331,2726.99,7611.14,12.0,47.1,0,Steam Summer Sale,1,4.45,3,3.6,LKR,321.5903,98.0,1.5,22.8,4104.15,Mature,43.6,56.4,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-107886,2020,7,3,Sweden,SWE,Europe,Xbox 360,Standard Edition,Digital,Steam,766,6618.24,8.64,56.8,56.8,43.2,355,411,24182,1358,18057,6125,18057,10229.13,20460.1,17.5,47.8,0,Steam Summer Sale,1,4.51,13,6.85,SEK,10.3871,98.0,47.62,10.42,64916.99,Mature,48.7,51.3,Summer,Steam Summer Sale,Action-Adventure,Gen7
GTA5-107890,2020,7,3,Switzerland,CHE,Europe,Xbox One,Standard Edition,Digital,Steam,722,9840.86,13.63,31.8,59.7,40.3,315,407,35235,2417,21405,13830,21405,13748.59,39075.93,15.5,38.4,0,Steam Summer Sale,1,4.61,14,2.28,CHF,0.8616,98.0,49.53,8.79,88049.64,Mature,46.8,53.2,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-107936,2020,7,3,Taiwan,TWN,Asia,PC,Standard Edition,Digital,Microsoft Store,1784,24280.24,13.61,31.9,72.8,27.2,796,988,48630,3885,32051,16579,32051,9800.59,32420.81,14.9,48.8,0,Steam Summer Sale,1,4.22,37,4.4,TWD,31.3797,98.0,54.34,24.97,24287.87,Mature,43.0,57.0,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-107917,2020,7,3,Thailand,THA,Asia,Xbox 360,Standard Edition,Digital,PlayStation Store,465,4398.9,9.46,52.7,62.6,37.4,196,269,23531,1876,14941,8590,14941,10883.66,29043.41,15.6,46.3,0,Steam Summer Sale,1,4.42,13,5.46,THB,35.4055,98.0,35.05,72.73,7530.45,Mature,49.6,50.4,Summer,Steam Summer Sale,Action-Adventure,Gen7
GTA5-107927,2020,7,3,Tunisia,TUN,Africa,Xbox One,Premium Edition,Digital,Microsoft Store,133,1026.76,7.72,61.4,57.8,42.2,57,76,8793,625,4917,3876,4917,4755.27,11508.6,13.5,50.3,0,Steam Summer Sale,1,4.56,3,5.11,TND,3.1171,98.0,0.98,11.94,5151.64,Mature,47.8,52.2,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-107914,2020,7,3,Turkey,TUR,Europe,Xbox One,Standard Edition,Digital,Rockstar Games Launcher,586,8655.22,14.77,26.1,57.4,42.6,254,332,32714,2137,22275,10439,22275,14251.11,47361.14,16.4,45.4,0,Steam Summer Sale,1,4.58,7,4.74,TRY,27.5157,98.0,69.22,82.5,13109.74,Mature,46.5,53.5,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-107904,2020,7,3,Ukraine,UKR,Europe,PC,Premium Edition,Digital,PlayStation Store,344,3484.72,10.13,49.3,78.8,21.2,128,216,19729,1304,12169,7560,12169,9896.34,24606.56,11.8,39.7,0,Steam Summer Sale,1,4.37,9,4.02,UAH,38.1241,98.0,7.89,48.85,5046.62,Mature,46.1,53.9,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-107926,2020,7,3,United Arab Emirates,ARE,Asia,Xbox 360,Standard Edition,Digital,Rockstar Games Launcher,526,5643.98,10.73,46.3,56.1,43.9,214,312,25242,1293,17731,7511,17731,7702.39,30484.35,16.9,44.4,0,Steam Summer Sale,1,4.46,8,1.37,AED,3.6601,98.0,31.54,9.99,44848.7,Mature,48.9,51.1,Summer,Steam Summer Sale,Action-Adventure,Gen7
GTA5-107879,2020,7,3,United Kingdom,GBR,Europe,Xbox One,Standard Edition,Digital,Microsoft Store,1852,16223.52,8.76,56.2,56.1,43.9,806,1046,93133,6637,66425,26708,66425,65589.33,138072.25,18.9,65.1,0,Steam Summer Sale,1,4.66,34,4.99,GBP,0.7827,98.0,568.11,69.47,46464.37,Mature,47.8,52.2,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-107869,2020,7,3,United States,USA,North America,PS3,Standard Edition,Digital,Steam,3503,34679.7,9.9,50.5,58.9,41.1,1429,2074,120164,7660,85884,34280,85884,43770.93,90192.91,20.4,65.3,0,Steam Summer Sale,1,4.56,62,2.62,USD,1.0022,98.0,6515.0,343.02,59353.35,Mature,52.8,47.2,Summer,Steam Summer Sale,Action-Adventure,Gen7
GTA5-107957,2020,7,3,United States,USA,North America,Xbox 360,Standard Edition,Digital,Steam,3874,45364.54,11.71,41.4,56.6,43.4,1438,2436,130372,9964,83560,46812,83560,37696.47,128325.39,13.7,43.7,0,Steam Summer Sale,1,4.61,82,2.01,USD,0.9796,98.0,6530.66,343.02,59495.94,Mature,46.0,54.0,Summer,Steam Summer Sale,Action-Adventure,Gen7
GTA5-107877,2020,7,3,Uruguay,URY,South America,PS3,Standard Edition,Digital,PlayStation Store,97,1294.95,13.35,33.2,61.5,38.5,39,58,3532,183,2321,1211,2321,1494.85,4996.41,14.8,47.8,0,Steam Summer Sale,1,4.56,3,4.0,UYU,39.4035,98.0,0.66,3.69,18570.85,Mature,40.0,60.0,Summer,Steam Summer Sale,Action-Adventure,Gen7
GTA5-107965,2020,7,3,Uruguay,URY,South America,PS4,Standard Edition,Digital,Rockstar Games Launcher,102,1106.7,10.85,45.7,59.6,40.4,43,59,6784,513,4914,1870,4914,3489.6,8450.87,16.9,46.1,0,Steam Summer Sale,1,4.61,3,2.42,UYU,39.3441,98.0,0.67,3.69,18999.64,Mature,45.3,54.7,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-107912,2020,7,3,Vietnam,VNM,Asia,Xbox One,Legacy Edition,Digital,Microsoft Store,611,7802.47,12.77,36.1,62.0,38.0,279,332,25358,1505,14809,10549,14809,6774.79,22710.08,13.9,47.8,0,Steam Summer Sale,1,4.68,17,2.95,VND,24877.3159,98.0,17.15,97.7,3226.49,Mature,52.7,47.3,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-108017,2020,8,3,Algeria,DZA,Africa,PC,Standard Edition,Digital,Rockstar Games Launcher,454,3777.28,8.32,58.4,79.1,20.9,204,250,13748,729,9548,4200,9548,8191.76,21396.56,15.5,63.0,0,Rockstar Sale,1,4.39,4,5.95,DZD,137.4113,98.0,5.76,41.29,6229.52,Mature,42.1,57.9,Summer,Rockstar Sale,Action-Adventure,PC
GTA5-107971,2020,8,3,Argentina,ARG,South America,PC,Premium Edition,Digital,Epic Games Store,563,5759.49,10.23,48.8,80.9,19.1,261,302,24609,1386,17575,7034,17575,16020.86,41125.89,15.7,53.4,0,Rockstar Sale,1,4.75,14,2.8,ARS,348.3133,98.0,27.49,45.63,15691.14,Mature,59.0,41.0,Summer,Rockstar Sale,Action-Adventure,PC
GTA5-108059,2020,8,3,Argentina,ARG,South America,PS4,Premium Edition,Digital,Steam,463,4074.4,8.8,56.0,53.0,47.0,201,262,20480,1467,13458,7022,13458,8957.07,20206.55,17.6,53.5,0,Rockstar Sale,1,4.44,9,1.69,ARS,348.3191,98.0,27.41,45.63,15644.29,Mature,52.3,47.7,Summer,Rockstar Sale,Action-Adventure,Gen8
GTA5-107993,2020,8,3,Armenia,ARM,Asia,PS3,Premium Edition,Digital,PlayStation Store,155,1638.35,10.57,47.1,58.1,41.9,63,92,4312,239,2399,1913,2399,1083.99,4151.24,10.4,39.0,0,Rockstar Sale,1,4.44,4,6.98,AMD,407.5775,98.0,0.21,3.15,5161.46,Mature,44.7,55.3,Summer,Rockstar Sale,Action-Adventure,Gen7
GTA5-108039,2020,8,3,Australia,AUS,Oceania,Xbox 360,Premium Edition,Digital,PlayStation Store,1711,21609.93,12.63,36.8,62.4,37.6,647,1064,67821,5583,41276,26545,41276,22198.9,54223.88,17.0,47.2,0,Rockstar Sale,1,4.69,17,4.18,AUD,1.5186,98.0,261.78,24.99,72746.13,Mature,37.6,62.4,Summer,Rockstar Sale,Action-Adventure,Gen7
GTA5-108036,2020,8,3,Austria,AUT,Europe,Xbox One,Standard Edition,Digital,PlayStation Store,615,7103.25,11.55,42.2,61.3,38.7,249,366,33022,2678,18944,14078,18944,21093.89,45810.69,16.1,46.1,0,Rockstar Sale,1,4.64,14,1.16,EUR,0.9049,98.0,25.97,9.24,51672.03,Mature,50.7,49.3,Summer,Rockstar Sale,Action-Adventure,Gen8
GTA5-108029,2020,8,3,Azerbaijan,AZE,Asia,PC,Standard Edition,Digital,Microsoft Store,261,3437.37,13.17,34.1,81.3,18.7,105,156,12606,858,8335,4271,8335,4358.62,13283.89,14.2,41.8,0,Rockstar Sale,1,4.43,3,4.89,AZN,1.705,98.0,1.78,10.32,8963.13,Mature,39.4,60.6,Summer,Rockstar Sale,Action-Adventure,PC
GTA5-108013,2020,8,3,Bahrain,BHR,Asia,PS4,Premium Edition,Digital,Epic Games Store,345,3729.45,10.81,45.9,61.8,38.2,159,186,13428,1147,8394,5034,8394,3562.55,8906.62,16.1,40.5,0,Rockstar Sale,1,4.56,6,1.95,BHD,0.3782,98.0,0.82,1.41,26014.51,Mature,47.3,52.7,Summer,Rockstar Sale,Action-Adventure,Gen8
GTA5-108025,2020,8,3,Bangladesh,BGD,Asia,PS4,Premium Edition,Digital,PlayStation Store,305,2714.5,8.9,55.5,58.4,41.6,135,170,16213,846,10793,5420,10793,7634.3,20770.83,15.4,37.4,0,Rockstar Sale,1,4.7,4,5.98,BDT,110.8912,98.0,8.42,170.58,1928.1,Mature,39.9,60.1,Summer,Rockstar Sale,Action-Adventure,Gen8
GTA5-108021,2020,8,3,Belgium,BEL,Europe,Xbox 360,Standard Edition,Digital,Microsoft Store,490,5973.1,12.19,39.0,59.9,40.1,180,310,28320,2316,17368,10952,17368,14184.41,28466.78,13.9,43.3,0,Rockstar Sale,1,4.78,7,3.52,EUR,0.9101,98.0,35.4,11.95,48722.19,Mature,53.7,46.3,Summer,Rockstar Sale,Action-Adventure,Gen7
GTA5-107970,2020,8,3,Brazil,BRA,South America,PS4,Standard Edition,Digital,Microsoft Store,1172,13067.8,11.15,44.2,61.0,39.0,428,744,67248,3508,49195,18053,49195,34015.85,88774.77,16.5,47.1,0,Rockstar Sale,1,4.36,9,4.04,BRL,5.0704,98.0,263.73,218.39,13478.0,Mature,50.8,49.2,Summer,Rockstar Sale,Action-Adventure,Gen8
GTA5-108058,2020,8,3,Brazil,BRA,South America,Xbox One,Legacy Edition,Digital,Steam,1132,10844.56,9.58,52.1,61.2,38.8,522,610,36163,2362,25373,10790,25373,20924.45,45021.31,16.7,29.0,0,Rockstar Sale,1,4.61,24,5.98,BRL,5.1238,98.0,267.81,218.39,13686.3,Mature,48.1,51.9,Summer,Rockstar Sale,Action-Adventure,Gen8
GTA5-108048,2020,8,3,Bulgaria,BGR,Europe,PS3,Premium Edition,Digital,PlayStation Store,271,3433.57,12.67,36.6,59.7,40.3,111,160,11679,897,6752,4927,6752,3772.79,9098.27,16.9,44.2,0,Rockstar Sale,1,4.54,5,0.1,BGN,1.7745,98.0,2.11,7.82,9381.42,Mature,49.5,50.5,Summer,Rockstar Sale,Action-Adventure,Gen7
GTA5-108053,2020,8,3,Cambodia,KHM,Asia,Xbox One,Criminal Enterprise Starter Pack,Digital,PlayStation Store,68,744.6,10.95,45.2,63.2,36.8,27,41,3228,167,2125,1103,2125,1017.5,3759.74,13.8,44.0,0,Rockstar Sale,1,4.34,3,3.24,KHR,4140.48,98.0,0.18,16.3,1764.82,Mature,46.3,53.7,Summer,Rockstar Sale,Action-Adventure,Gen8
GTA5-107968,2020,8,3,Canada,CAN,North America,PS4,Standard Edition,Digital,PlayStation Store,1762,24544.66,13.93,30.3,59.6,40.4,697,1065,48668,4257,29578,19090,29578,18997.45,63750.02,11.2,18.8,0,Rockstar Sale,1,4.74,36,4.02,CAD,1.323,98.0,212.01,38.03,58071.38,Mature,48.8,51.2,Summer,Rockstar Sale,Action-Adventure,Gen8
GTA5-108056,2020,8,3,Canada,CAN,North America,PS4,Premium Edition,Digital,Microsoft Store,1413,14568.03,10.31,48.4,59.1,40.9,593,820,54322,3715,37570,16752,37570,18857.59,55653.73,16.6,48.0,0,Rockstar Sale,1,4.54,19,3.4,CAD,1.3202,98.0,208.33,38.03,57063.32,Mature,47.8,52.2,Summer,Rockstar Sale,Action-Adventure,Gen8
GTA5-108060,2020,8,3,Chile,CHL,South America,PC,Standard Edition,Digital,Rockstar Games Launcher,399,5542.11,13.89,30.5,79.9,20.1,183,216,18064,1392,11411,6653,11411,7968.75,25154.23,15.8,46.4,0,Rockstar Sale,1,4.51,3,1.4,CLP,894.3369,98.0,8.56,18.47,18103.34,Mature,47.7,52.3,Summer,Rockstar Sale,Action-Adventure,PC
GTA5-107972,2020,8,3,Chile,CHL,South America,Xbox 360,Standard Edition,Digital,Microsoft Store,243,3414.15,14.05,29.7,62.8,37.2,104,139,9160,470,5366,3794,5366,2323.91,7741.61,13.7,37.6,0,Rockstar Sale,1,4.59,3,1.83,CLP,888.7174,98.0,8.38,18.47,17724.63,Mature,38.1,61.9,Summer,Rockstar Sale,Action-Adventure,Gen7
GTA5-108034,2020,8,3,China,CHN,Asia,PC,Standard Edition,Digital,PlayStation Store,2801,27169.7,9.7,51.5,69.7,30.3,1146,1655,101225,6060,63562,37663,63562,30852.18,116918.45,14.3,50.5,0,Rockstar Sale,1,4.56,24,3.15,CNY,7.1081,98.0,3751.63,1505.89,11977.43,Mature,48.6,51.4,Summer,Rockstar Sale,Action-Adventure,PC
GTA5-107973,2020,8,3,Colombia,COL,South America,PC,Legacy Edition,Digital,Steam,468,3734.64,7.98,60.1,76.4,23.6,178,290,20451,1603,12028,8423,12028,14346.05,29836.77,15.0,48.8,0,Rockstar Sale,1,4.7,10,3.71,COP,3940.1372,98.0,14.51,51.07,9863.22,Mature,44.4,55.6,Summer,Rockstar Sale,Action-Adventure,PC
GTA5-108061,2020,8,3,Colombia,COL,South America,PS4,Premium Edition,Digital,Steam,501,5385.75,10.75,46.2,58.4,41.6,214,287,17125,1448,12189,4936,12189,7581.78,18333.48,15.4,65.1,0,Rockstar Sale,1,4.54,9,4.03,COP,4037.7839,98.0,14.61,51.07,9932.83,Mature,54.8,45.2,Summer,Rockstar Sale,Action-Adventure,Gen8
GTA5-107992,2020,8,3,Croatia,HRV,Europe,PC,Standard Edition,Digital,Rockstar Games Launcher,295,3619.65,12.27,38.6,80.3,19.7,120,175,16816,1062,11900,4916,11900,6320.51,15379.2,16.8,43.3,0,Rockstar Sale,1,4.59,3,2.69,EUR,0.9032,98.0,1.88,4.56,16088.73,Mature,40.6,59.4,Summer,Rockstar Sale,Action-Adventure,PC
GTA5-108005,2020,8,3,Cyprus,CYP,Europe,Xbox One,Standard Edition,Digital,Epic Games Store,184,2493.2,13.55,32.2,62.5,37.5,82,102,6734,407,4930,1804,4930,3550.39,9092.2,15.9,29.0,0,Rockstar Sale,1,4.61,3,0.97,EUR,0.8994,98.0,0.44,0.93,29535.83,Mature,42.8,57.2,Summer,Rockstar Sale,Action-Adventure,Gen8
GTA5-108043,2020,8,3,Czech Republic,CZE,Europe,Xbox One,Standard Edition,Digital,Microsoft Store,470,4920.9,10.47,47.6,58.3,41.7,188,282,29702,2498,18498,11204,18498,8968.53,23431.02,17.4,47.6,0,Rockstar Sale,1,4.37,13,3.33,CZK,22.0423,98.0,12.87,11.41,23495.31,Mature,48.5,51.5,Summer,Rockstar Sale,Action-Adventure,Gen8
GTA5-107986,2020,8,3,Denmark,DNK,Europe,Xbox One,Standard Edition,Digital,PlayStation Store,612,8157.96,13.33,33.3,59.9,40.1,261,351,35700,2404,21856,13844,21856,9788.1,33062.98,16.2,44.0,0,Rockstar Sale,1,4.29,5,4.01,DKK,6.9125,98.0,21.05,6.08,63639.0,Mature,51.1,48.9,Summer,Rockstar Sale,Action-Adventure,Gen8
GTA5-107976,2020,8,3,Ecuador,ECU,South America,PS3,Standard Edition,Digital,Epic Games Store,96,959.04,9.99,50.0,59.2,40.8,38,58,3823,234,2282,1541,2282,1416.82,3522.64,14.4,45.5,0,Rockstar Sale,1,4.32,3,5.91,USD,0.9916,98.0,1.22,17.38,7315.99,Mature,57.1,42.9,Summer,Rockstar Sale,Action-Adventure,Gen7
GTA5-108064,2020,8,3,Ecuador,ECU,South America,PS4,Premium Edition,Digital,Microsoft Store,120,1120.8,9.34,53.3,58.0,42.0,45,75,4558,355,2933,1625,2933,1482.86,5539.69,12.6,41.0,0,Rockstar Sale,1,4.91,3,5.1,USD,0.9942,98.0,1.23,17.38,7397.13,Mature,48.0,52.0,Summer,Rockstar Sale,Action-Adventure,Gen8
GTA5-107991,2020,8,3,Egypt,EGY,Africa,Xbox 360,Standard Edition,Digital,Steam,375,3622.5,9.66,51.7,56.3,43.7,155,220,14731,956,8651,6080,8651,5979.97,18291.63,14.3,45.8,0,Rockstar Sale,1,4.53,8,4.66,EGP,30.9606,98.0,17.35,98.87,4219.23,Mature,35.9,64.1,Summer,Rockstar Sale,Action-Adventure,Gen7
GTA5-107997,2020,8,3,Estonia,EST,Europe,PC,Criminal Enterprise Starter Pack,Digital,Epic Games Store,360,4791.6,13.31,33.4,77.1,22.9,142,218,14638,1117,10025,4613,10025,6928.33,18925.57,17.1,51.7,0,Rockstar Sale,1,4.9,10,4.34,EUR,0.9032,98.0,0.81,1.41,22304.84,Mature,49.9,50.1,Summer,Rockstar Sale,Action-Adventure,PC
GTA5-108016,2020,8,3,Ethiopia,ETH,Africa,Xbox One,Criminal Enterprise Starter Pack,Digital,Steam,139,1638.81,11.79,41.0,59.5,40.5,54,85,7096,418,5099,1997,5099,3265.76,8221.44,14.9,43.8,0,Rockstar Sale,1,4.89,3,1.89,ETB,56.3436,98.0,1.55,104.3,1160.28,Mature,47.6,52.4,Summer,Rockstar Sale,Action-Adventure,Gen8
GTA5-108050,2020,8,3,Fiji,FJI,Oceania,PS3,Premium Edition,Digital,Microsoft Store,52,711.88,13.69,31.5,56.7,43.3,21,31,2676,204,1738,938,1738,1199.88,2650.89,13.8,39.4,0,Rockstar Sale,1,4.45,3,3.84,FJD,2.2851,98.0,0.04,0.98,5582.75,Mature,38.2,61.8,Summer,Rockstar Sale,Action-Adventure,Gen7
GTA5-107987,2020,8,3,Finland,FIN,Europe,Xbox One,Standard Edition,Digital,Epic Games Store,662,6864.94,10.37,48.1,59.3,40.7,303,359,22499,1630,16423,6076,16423,8341.53,29059.6,16.0,39.9,0,Rockstar Sale,1,4.75,7,2.84,EUR,0.892,98.0,15.96,5.87,53093.65,Mature,56.5,43.5,Summer,Rockstar Sale,Action-Adventure,Gen8
GTA5-107979,2020,8,3,France,FRA,Europe,PS3,Legacy Edition,Digital,Epic Games Store,1582,17987.34,11.37,43.1,61.5,38.5,678,904,74666,5048,41504,33162,41504,17476.76,47204.49,16.4,39.7,0,Rockstar Sale,1,4.65,19,2.89,EUR,0.9001,98.0,522.31,71.71,47419.57,Mature,42.7,57.3,Summer,Rockstar Sale,Action-Adventure,Gen7
GTA5-108052,2020,8,3,Georgia,GEO,Asia,PS4,Premium Edition,Digital,PlayStation Store,272,2918.56,10.73,46.3,58.6,41.4,118,154,9130,757,5453,3677,5453,4659.19,11297.4,10.6,36.8,0,Rockstar Sale,1,4.35,5,3.43,GEL,2.6419,98.0,0.38,4.02,5913.41,Mature,48.3,51.7,Summer,Rockstar Sale,Action-Adventure,Gen8
GTA5-107978,2020,8,3,Germany,DEU,Europe,PS4,Standard Edition,Digital,Microsoft Store,2339,24629.67,10.53,47.3,59.9,40.1,857,1482,111588,9061,80185,31403,80185,50381.35,127804.81,17.0,45.4,0,Rockstar Sale,1,4.43,54,5.33,EUR,0.9188,98.0,875.54,88.01,51813.29,Mature,50.3,49.7,Summer,Rockstar Sale,Action-Adventure,Gen8
GTA5-108019,2020,8,3,Ghana,GHA,Africa,PS3,Standard Edition,Digital,Microsoft Store,162,2266.38,13.99,30.0,59.5,40.5,63,99,6978,486,3989,2989,3989,2464.55,9544.93,13.3,29.6,0,Rockstar Sale,1,4.49,3,2.07,GHS,12.1005,98.0,1.45,28.25,2675.21,Mature,52.6,47.4,Summer,Rockstar Sale,Action-Adventure,Gen7
