model_id,hf_downloads_30d,hf_likes,recorded_at
mixedbread-ai/mxbai-embed-2d-large-v1,857251,0,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-0.5B-Instruct,317013,809,2026-05-19 08:02:26.173196
unsloth/Qwen3-Coder-Next-GGUF,1125934,307,2026-05-19 08:02:26.173196
Qwen/Qwen3-30B-A3B-Instruct-2507,264688,37,2026-05-19 08:02:26.173196
google/gemma-3-270m,1042835,0,2026-05-19 08:02:26.173196
apple/OpenELM-1_1B-Instruct,1208461,1,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,430141,680,2026-05-19 08:02:26.173196
intfloat/e5-mistral-7b-instruct,132725,10,2026-05-19 08:02:26.173196
openai/gpt-oss-20b,510062,3,2026-05-19 08:02:26.173196
dmis-lab/biobert-v1.1,2706572,331,2026-05-19 08:02:26.173196
Qwen/Qwen2-0.5B-Instruct,1625457,40,2026-05-19 08:02:26.173196
dmis-lab/biobert-v1.1,1082778,38,2026-05-19 08:02:26.173196
facebook/bart-base,271184,1023,2026-05-19 08:02:26.173196
meta-llama/Llama-3.1-8B-Instruct,1829023,736,2026-05-19 08:02:26.173196
h2oai/h2ovl-mississippi-800m,1680747,38,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-V3,2199961,224,2026-05-19 08:02:26.173196
openai/gpt-oss-120b,3544773,105,2026-05-19 08:02:26.173196
Qwen/Qwen3-14B,3266067,19,2026-05-19 08:02:26.173196
ibm-research/MoLFormer-XL-both-10pct,1705177,79,2026-05-19 08:02:26.173196
microsoft/harrier-oss-v1-270m,202520,4786,2026-05-19 08:02:26.173196
meta-llama/Llama-3.1-8B,2476611,4090,2026-05-19 08:02:26.173196
nreimers/TinyBERT_L-4_H-312_v2,155460,625,2026-05-19 08:02:26.173196
ricdomolm/mini-coder-1.7b,13480118,11,2026-05-19 08:02:26.173196
ragavsachdeva/magi,1300634,1,2026-05-19 08:02:26.173196
dphn/dolphin-2.9.1-yi-1.5-34b,555489,138,2026-05-19 08:02:26.173196
cambridgeltl/SapBERT-from-PubMedBERT-fulltext,544435,484,2026-05-19 08:02:26.173196
microsoft/codebert-base,1742726,237,2026-05-19 08:02:26.173196
unslothai/aws,1038120,1434,2026-05-19 08:02:26.173196
jinaai/jina-embeddings-v2-base-code,4289450,99,2026-05-19 08:02:26.173196
HuggingFaceTB/SmolLM2-135M,1998112,1142,2026-05-19 08:02:26.173196
meta-llama/Llama-3.2-3B,247651,237,2026-05-19 08:02:26.173196
bosonai/hubert_base,215905,67,2026-05-19 08:02:26.173196
microsoft/wavlm-base-plus,13480118,3243,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-7B,1904267,13331,2026-05-19 08:02:26.173196
Qwen/Qwen3Guard-Gen-0.6B,1359486,237,2026-05-19 08:02:26.173196
allenai/specter2_base,234562,307,2026-05-19 08:02:26.173196
openai-community/gpt2-large,225844,0,2026-05-19 08:02:26.173196
BAAI/bge-base-en,215905,73,2026-05-19 08:02:26.173196
farbodtavakkoli/OTel-Embedding-300M,2323459,460,2026-05-19 08:02:26.173196
Andycurrent/Gemma-3-1B-it-GLM-4.7-Flash-Heretic-Uncensored-Thinking_GGUF,336981,165,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-R1,1376550,236,2026-05-19 08:02:26.173196
openai/gpt-oss-120b,7248761,634,2026-05-19 08:02:26.173196
facebook/bart-large,6667164,406,2026-05-19 08:02:26.173196
microsoft/Phi-4-mini-instruct,1300634,398,2026-05-19 08:02:26.173196
unslothai/vram-40,1224885,42,2026-05-19 08:02:26.173196
unslothai/other,1150555,224,2026-05-19 08:02:26.173196
nlpai-lab/KURE-v1,18497660,3,2026-05-19 08:02:26.173196
BAAI/bge-base-en-v1.5,116043,37,2026-05-19 08:02:26.173196
ibm-research/PowerMoE-3b,182751,1142,2026-05-19 08:02:26.173196
relik-ie/relik-reader-deberta-v3-small-re-wikipedia,860312,113,2026-05-19 08:02:26.173196
intfloat/multilingual-e5-large,7248761,693,2026-05-19 08:02:26.173196
ibm-research/PowerMoE-3b,1621097,25,2026-05-19 08:02:26.173196
arkohut/jina-embeddings-v2-base-en,597147,99,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-32B-Instruct-AWQ,225844,156,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-0.5B-Instruct,1904267,11,2026-05-19 08:02:26.173196
Xenova/paraphrase-multilingual-MiniLM-L12-v2,9046808,2448,2026-05-19 08:02:26.173196
dmis-lab/biobert-v1.1,2400226,117,2026-05-19 08:02:26.173196
Xenova/bge-small-en-v1.5,4662343,1,2026-05-19 08:02:26.173196
jinaai/jina-embeddings-v2-base-de,156967,398,2026-05-19 08:02:26.173196
BAAI/bge-base-en-v1.5,3607610,634,2026-05-19 08:02:26.173196
microsoft/harrier-oss-v1-0.6b,3875174,23,2026-05-19 08:02:26.173196
IAMJB/RadEvalModernBERT,413216,17,2026-05-19 08:02:26.173196
microsoft/harrier-oss-v1-0.6b,788942,9,2026-05-19 08:02:26.173196
mesolitica/llama2-embedding-1b-8k,156967,1434,2026-05-19 08:02:26.173196
mesolitica/llama2-embedding-1b-8k,2977158,406,2026-05-19 08:02:26.173196
ibm-research/MoLFormer-XL-both-10pct,117648,711,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,167628,216,2026-05-19 08:02:26.173196
nlpai-lab/KURE-v1,3607610,0,2026-05-19 08:02:26.173196
ragavsachdeva/magi,7743597,1586,2026-05-19 08:02:26.173196
google/gemma-3-270m,139259,700,2026-05-19 08:02:26.173196
Qwen/Qwen3-30B-A3B-Instruct-2507,225844,224,2026-05-19 08:02:26.173196
laion/clap-htsat-unfused,236143,105,2026-05-19 08:02:26.173196
indobenchmark/indobert-base-p1,2638721,17,2026-05-19 08:02:26.173196
meta-llama/Meta-Llama-3-8B-Instruct,1350880,780,2026-05-19 08:02:26.173196
openai-community/gpt2-large,847756,887,2026-05-19 08:02:26.173196
facebook/bart-base,336981,4522,2026-05-19 08:02:26.173196
unslothai/repeat,186112,4,2026-05-19 08:02:26.173196
meta-llama/Llama-3.3-70B-Instruct,151137,73,2026-05-19 08:02:26.173196
dphn/dolphin-2.9.1-yi-1.5-34b,195382,56,2026-05-19 08:02:26.173196
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8,317013,11,2026-05-19 08:02:26.173196
nvidia/DeepSeek-R1-0528-NVFP4-v2,3875174,321,2026-05-19 08:02:26.173196
unslothai/other,1038120,5852,2026-05-19 08:02:26.173196
microsoft/unixcoder-base,186112,7,2026-05-19 08:02:26.173196
facebook/w2v-bert-2.0,3544773,331,2026-05-19 08:02:26.173196
openai/gpt-oss-120b,2706572,138,2026-05-19 08:02:26.173196
ai-forever/FRIDA,944922,1066,2026-05-19 08:02:26.173196
Qwen/Qwen3-4B-Instruct-2507,7027876,953,2026-05-19 08:02:26.173196
sshleifer/tiny-gpt2,555489,798,2026-05-19 08:02:26.173196
TheBloke/TinyLlama-1.1B-Chat-v0.3-GPTQ,305161,49,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,3588521,7,2026-05-19 08:02:26.173196
farbodtavakkoli/OTel-Embedding-109M,247651,1586,2026-05-19 08:02:26.173196
WhereIsAI/UAE-Large-V1,944922,0,2026-05-19 08:02:26.173196
unslothai/vram-48,215905,2,2026-05-19 08:02:26.173196
Xenova/paraphrase-multilingual-MiniLM-L12-v2,175795,19,2026-05-19 08:02:26.173196
datajuicer/LLaMA-1B-dj-refine-150B,117730,8,2026-05-19 08:02:26.173196
Qwen/Qwen3-30B-A3B-Instruct-2507,206299,472,2026-05-19 08:02:26.173196
google/t5gemma-s-s-prefixlm,1189763,0,2026-05-19 08:02:26.173196
BAAI/bge-reranker-large,289932,484,2026-05-19 08:02:26.173196
unslothai/other,2476611,517,2026-05-19 08:02:26.173196
nlpai-lab/KURE-v1,918839,4090,2026-05-19 08:02:26.173196
laion/larger_clap_general,1650353,700,2026-05-19 08:02:26.173196
ibm-research/MoLFormer-XL-both-10pct,13480118,1250,2026-05-19 08:02:26.173196
danielheinz/e5-base-sts-en-de,10785213,37,2026-05-19 08:02:26.173196
cambridgeltl/SapBERT-from-PubMedBERT-fulltext-mean-token,1829023,62,2026-05-19 08:02:26.173196
Xenova/bge-base-en-v1.5,14636266,0,2026-05-19 08:02:26.173196
Qwen/Qwen3-14B-AWQ,150830,11,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-V2-Lite-Chat,1311083,99,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-0.5B-Instruct,6667164,1284,2026-05-19 08:02:26.173196
naver/splade-cocondenser-ensembledistil,2456622,3142,2026-05-19 08:02:26.173196
relik-ie/relik-reader-deberta-v3-small-re-wikipedia,1224885,1,2026-05-19 08:02:26.173196
unslothai/1,2489603,5,2026-05-19 08:02:26.173196
Qwen/Qwen3-Embedding-4B,6172793,180,2026-05-19 08:02:26.173196
mixedbread-ai/mxbai-embed-large-v1,1650353,0,2026-05-19 08:02:26.173196
Qwen/Qwen3-Embedding-0.6B,1683254,953,2026-05-19 08:02:26.173196
Qwen/Qwen3-Coder-30B-A3B-Instruct,4059743,11,2026-05-19 08:02:26.173196
unslothai/1,544435,4,2026-05-19 08:02:26.173196
nreimers/TinyBERT_L-4_H-312_v2,1714626,307,2026-05-19 08:02:26.173196
BAAI/bge-small-en,944922,940,2026-05-19 08:02:26.173196
nvidia/Gemma-4-26B-A4B-NVFP4,1703817,0,2026-05-19 08:02:26.173196
ncbi/MedCPT-Query-Encoder,2456622,1151,2026-05-19 08:02:26.173196
moonshotai/Kimi-K2-Instruct-0905,676212,1,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-1.5B-Instruct-AWQ,1336642,61,2026-05-19 08:02:26.173196
openai/gpt-oss-120b,3274617,141,2026-05-19 08:02:26.173196
laion/clap-htsat-unfused,1042835,472,2026-05-19 08:02:26.173196
descript/dac_44khz,2400226,331,2026-05-19 08:02:26.173196
Qwen/Qwen3-30B-A3B-Instruct-2507,4289450,472,2026-05-19 08:02:26.173196
Qwen/Qwen3Guard-Gen-0.6B,2461463,38,2026-05-19 08:02:26.173196
ibm-research/PowerMoE-3b,4059743,23,2026-05-19 08:02:26.173196
voyageai/voyage-4-nano,236143,27,2026-05-19 08:02:26.173196
hmellor/tiny-random-LlamaForCausalLM,1690803,1369,2026-05-19 08:02:26.173196
Qwen/Qwen3-1.7B,195279,156,2026-05-19 08:02:26.173196
mistralai/Mistral-7B-v0.1,10785213,424,2026-05-19 08:02:26.173196
naver/splade-cocondenser-ensembledistil,788942,739,2026-05-19 08:02:26.173196
zeroentropy/zembed-1-embedding,117648,162,2026-05-19 08:02:26.173196
openai-community/gpt2,2476611,40,2026-05-19 08:02:26.173196
ncbi/MedCPT-Article-Encoder,1680747,162,2026-05-19 08:02:26.173196
HuggingFaceTB/SmolLM2-135M-Instruct,897938,307,2026-05-19 08:02:26.173196
naver/splade-cocondenser-ensembledistil,3230234,736,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-0.5B-Instruct,206299,301,2026-05-19 08:02:26.173196
jinaai/jina-embeddings-v2-base-code,987476,1192,2026-05-19 08:02:26.173196
BAAI/bge-multilingual-gemma2,2370842,11,2026-05-19 08:02:26.173196
ibm-granite/granite-embedding-small-english-r2,317013,2766,2026-05-19 08:02:26.173196
GPTCache/paraphrase-albert-small-v2,1612419,73,2026-05-19 08:02:26.173196
Qwen/Qwen3-32B-AWQ,849500,37,2026-05-19 08:02:26.173196
Qwen/Qwen3-1.7B,3544773,50,2026-05-19 08:02:26.173196
jinaai/jina-embeddings-v2-base-de,2706572,4621,2026-05-19 08:02:26.173196
zai-org/GLM-5.1-FP8,3875174,4090,2026-05-19 08:02:26.173196
BAAI/bge-base-zh-v1.5,1559939,0,2026-05-19 08:02:26.173196
mixedbread-ai/mxbai-embed-2d-large-v1,988481,97,2026-05-19 08:02:26.173196
google/t5gemma-s-s-prefixlm,413216,0,2026-05-19 08:02:26.173196
EleutherAI/pythia-160m,10785213,11,2026-05-19 08:02:26.173196
Qwen/Qwen3Guard-Gen-0.6B,135726,0,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-7B,7705517,68,2026-05-19 08:02:26.173196
jinaai/jina-clip-v2,547068,35,2026-05-19 08:02:26.173196
bosonai/hubert_base,897938,1284,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-V4-Flash,381113,0,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-V4-Flash,153949,42,2026-05-19 08:02:26.173196
jinaai/jina-embeddings-v2-small-en,154676,953,2026-05-19 08:02:26.173196
microsoft/harrier-oss-v1-270m,1049927,634,2026-05-19 08:02:26.173196
unslothai/vram-24,4728380,42,2026-05-19 08:02:26.173196
Qwen/Qwen3-1.7B,588908,1066,2026-05-19 08:02:26.173196
nvidia/llama-nemotron-embed-1b-v2,547068,1369,2026-05-19 08:02:26.173196
indobenchmark/indobert-base-p1,1027949,4090,2026-05-19 08:02:26.173196
Qwen/Qwen3-0.6B-FP8,2284837,1,2026-05-19 08:02:26.173196
nvidia/DeepSeek-R1-0528-NVFP4-v2,372070,1586,2026-05-19 08:02:26.173196
facebook/w2v-bert-2.0,215045,887,2026-05-19 08:02:26.173196
openai/gpt-oss-120b,1178388,0,2026-05-19 08:02:26.173196
meta-llama/Llama-3.3-70B-Instruct,1178388,60,2026-05-19 08:02:26.173196
Qwen/Qwen2-1.5B-Instruct,1742726,0,2026-05-19 08:02:26.173196
Qwen/Qwen3-14B,7705517,307,2026-05-19 08:02:26.173196
arkohut/jina-embeddings-v2-base-en,9046808,0,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-R1,906476,517,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-V3.2,676681,35,2026-05-19 08:02:26.173196
Qwen/Qwen3-4B-Instruct-2507,788942,0,2026-05-19 08:02:26.173196
dphn/dolphin-2.9.1-yi-1.5-34b,2088725,0,2026-05-19 08:02:26.173196
meta-llama/Meta-Llama-3-8B,1027949,83,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-R1-0528,676212,4,2026-05-19 08:02:26.173196
moonshotai/Kimi-K2-Instruct-0905,7248761,35,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-R1-0528,2476611,99,2026-05-19 08:02:26.173196
llamafactory/tiny-random-Llama-3,138186,42,2026-05-19 08:02:26.173196
kyutai/mimi,3544773,4522,2026-05-19 08:02:26.173196
nvidia/Kimi-K2.5-NVFP4,514884,64,2026-05-19 08:02:26.173196
WhereIsAI/UAE-Large-V1,2215862,10,2026-05-19 08:02:26.173196
HuggingFaceTB/SmolLM2-135M-Instruct,206299,1410,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-V3,6667164,1,2026-05-19 08:02:26.173196
sshleifer/tiny-gpt2,289932,2193,2026-05-19 08:02:26.173196
OrdalieTech/Solon-embeddings-large-0.1,139259,11,2026-05-19 08:02:26.173196
Qwen/Qwen3-30B-A3B-Instruct-2507,195279,28,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-V3,236143,56,2026-05-19 08:02:26.173196
binedge/Qwen3-Embedding-0.6B-FP8,151137,0,2026-05-19 08:02:26.173196
Qwen/Qwen3-4B-Instruct-2507,676681,398,2026-05-19 08:02:26.173196
princeton-nlp/sup-simcse-roberta-base,2977158,0,2026-05-19 08:02:26.173196
apple/OpenELM-1_1B-Instruct,1027949,1023,2026-05-19 08:02:26.173196
Andycurrent/Gemma-3-1B-it-GLM-4.7-Flash-Heretic-Uncensored-Thinking_GGUF,788942,4,2026-05-19 08:02:26.173196
ricdomolm/mini-coder-1.7b,225844,19,2026-05-19 08:02:26.173196
intfloat/multilingual-e5-large-instruct,4059743,49,2026-05-19 08:02:26.173196
Qwen/Qwen3-14B-AWQ,6667164,10,2026-05-19 08:02:26.173196
openai-community/gpt2,1872648,16,2026-05-19 08:02:26.173196
unslothai/1,4662343,11,2026-05-19 08:02:26.173196
meta-llama/Llama-3.2-3B-Instruct,11619105,97,2026-05-19 08:02:26.173196
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8,897938,37,2026-05-19 08:02:26.173196
BAAI/bge-base-en-v1.5,5959914,709,2026-05-19 08:02:26.173196
kyutai/mimi,1049927,10,2026-05-19 08:02:26.173196
BAAI/bge-small-zh,1311083,75,2026-05-19 08:02:26.173196
Qwen/Qwen3-0.6B,253286,307,2026-05-19 08:02:26.173196
jinaai/jina-embeddings-v2-small-en,186481,630,2026-05-19 08:02:26.173196
BAAI/bge-base-en-v1.5,305161,424,2026-05-19 08:02:26.173196
microsoft/codebert-base,2461463,73,2026-05-19 08:02:26.173196
DeepPavlov/rubert-base-cased,13480118,35,2026-05-19 08:02:26.173196
zai-org/GLM-5-FP8,12975576,40,2026-05-19 08:02:26.173196
HuggingFaceTB/SmolLM2-135M,624377,780,2026-05-19 08:02:26.173196
jinaai/jina-embeddings-v5-text-nano,696818,1,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-V4-Flash,1042835,83,2026-05-19 08:02:26.173196
zeroentropy/zembed-1-embedding,2706572,2134,2026-05-19 08:02:26.173196
unslothai/vram-16,1612419,6,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-32B-Instruct-AWQ,1178388,1,2026-05-19 08:02:26.173196
farbodtavakkoli/OTel-Embedding-300M,788942,11,2026-05-19 08:02:26.173196
TheBloke/TinyLlama-1.1B-Chat-v0.3-GPTQ,298216,105,2026-05-19 08:02:26.173196
nvidia/Kimi-K2.5-NVFP4,1612419,0,2026-05-19 08:02:26.173196
HuggingFaceTB/SmolLM2-135M-Instruct,1358528,0,2026-05-19 08:02:26.173196
Qwen/Qwen2-1.5B-Instruct,183775,61,2026-05-19 08:02:26.173196
google/gemma-3-270m,588908,1,2026-05-19 08:02:26.173196
dmis-lab/biobert-v1.1,117648,3,2026-05-19 08:02:26.173196
Qwen/Qwen3-8B-AWQ,9046808,40,2026-05-19 08:02:26.173196
nreimers/TinyBERT_L-4_H-312_v2,696818,424,2026-05-19 08:02:26.173196
BAAI/bge-reranker-large,624377,406,2026-05-19 08:02:26.173196
ai-forever/ru-en-RoSBERTa,7743597,664,2026-05-19 08:02:26.173196
BAAI/bge-large-en-v1.5,857251,0,2026-05-19 08:02:26.173196
unslothai/other,121722,37,2026-05-19 08:02:26.173196
BAAI/bge-small-en,544435,1,2026-05-19 08:02:26.173196
Qwen/Qwen3-14B,215045,0,2026-05-19 08:02:26.173196
microsoft/unixcoder-base,1872648,1,2026-05-19 08:02:26.173196
meta-llama/Llama-3.2-1B,1440477,307,2026-05-19 08:02:26.173196
microsoft/Phi-4-mini-instruct,1440477,23,2026-05-19 08:02:26.173196
unslothai/vram-16,7705517,1410,2026-05-19 08:02:26.173196
WhereIsAI/UAE-Large-V1,1012322,736,2026-05-19 08:02:26.173196
google/t5gemma-s-s-prefixlm,7247240,1024,2026-05-19 08:02:26.173196
Qwen/Qwen3-Coder-30B-A3B-Instruct-FP8,1440477,19,2026-05-19 08:02:26.173196
unslothai/vram-24,1122052,67,2026-05-19 08:02:26.173196
datajuicer/LLaMA-1B-dj-refine-150B,7248761,1586,2026-05-19 08:02:26.173196
facebook/bart-large,1680747,75,2026-05-19 08:02:26.173196
allegro/herbert-base-cased,3266067,7,2026-05-19 08:02:26.173196
jinaai/jina-embeddings-v2-base-code,1803105,64,2026-05-19 08:02:26.173196
openai-community/gpt2-large,4800777,68,2026-05-19 08:02:26.173196
deepseek-ai/DeepSeek-V2-Lite-Chat,1181483,99,2026-05-19 08:02:26.173196
microsoft/harrier-oss-v1-270m,1621097,42,2026-05-19 08:02:26.173196
HuggingFaceTB/SmolLM2-135M-Instruct,913802,472,2026-05-19 08:02:26.173196
distilbert/distilgpt2,597147,1142,2026-05-19 08:02:26.173196
microsoft/harrier-oss-v1-270m,2489603,42,2026-05-19 08:02:26.173196
cambridgeltl/SapBERT-from-PubMedBERT-fulltext-mean-token,1011603,2193,2026-05-19 08:02:26.173196
jinaai/jina-embeddings-v2-base-code,234562,2766,2026-05-19 08:02:26.173196
ncbi/MedCPT-Query-Encoder,2323459,64,2026-05-19 08:02:26.173196
Xenova/paraphrase-multilingual-MiniLM-L12-v2,1872648,1,2026-05-19 08:02:26.173196
Qwen/Qwen3Guard-Gen-0.6B,1122052,1023,2026-05-19 08:02:26.173196
BAAI/bge-large-en,1012322,613,2026-05-19 08:02:26.173196
meta-llama/Llama-3.2-3B,336981,156,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-1.5B-Instruct-AWQ,1872648,4050,2026-05-19 08:02:26.173196
jinaai/jina-embeddings-v2-base-de,1680747,43,2026-05-19 08:02:26.173196
microsoft/Phi-4-mini-instruct,189151,459,2026-05-19 08:02:26.173196
google/t5gemma-s-s-prefixlm,588908,2,2026-05-19 08:02:26.173196
Qwen/Qwen3-Coder-30B-A3B-Instruct,2215862,8,2026-05-19 08:02:26.173196
naver/splade-v3,7248761,13331,2026-05-19 08:02:26.173196
opensearch-project/opensearch-neural-sparse-encoding-doc-v2-distill,857251,137,2026-05-19 08:02:26.173196
hmellor/tiny-random-LlamaForCausalLM,1612419,9,2026-05-19 08:02:26.173196
openai/gpt-oss-20b,298216,3,2026-05-19 08:02:26.173196
intfloat/multilingual-e5-large-instruct,1217333,2385,2026-05-19 08:02:26.173196
sentence-transformers/distilbert-base-nli-mean-tokens,1311083,42,2026-05-19 08:02:26.173196
zai-org/GLM-5.1-FP8,2215862,1192,2026-05-19 08:02:26.173196
intfloat/multilingual-e5-large,1350880,97,2026-05-19 08:02:26.173196
BAAI/bge-large-zh-v1.5,186112,205,2026-05-19 08:02:26.173196
mixedbread-ai/deepset-mxbai-embed-de-large-v1,1440477,67,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-14B-Instruct,271184,809,2026-05-19 08:02:26.173196
nvidia/Gemma-4-31B-IT-NVFP4,2284837,847,2026-05-19 08:02:26.173196
relik-ie/relik-reader-deberta-v3-small-re-wikipedia,2284837,517,2026-05-19 08:02:26.173196
Qwen/Qwen3-4B,121722,598,2026-05-19 08:02:26.173196
Qwen/Qwen3-0.6B,14636266,42,2026-05-19 08:02:26.173196
farbodtavakkoli/OTel-Embedding-300M,153949,44,2026-05-19 08:02:26.173196
IAMJB/RadEvalModernBERT,4927203,28,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-1.5B-Instruct-AWQ,957543,49,2026-05-19 08:02:26.173196
distilbert/distilgpt2,696818,105,2026-05-19 08:02:26.173196
HuggingFaceTB/SmolLM2-135M-Instruct,3544773,0,2026-05-19 08:02:26.173196
indobenchmark/indobert-base-p1,208708,11,2026-05-19 08:02:26.173196
zeroentropy/zembed-1-embedding,151137,60,2026-05-19 08:02:26.173196
meta-llama/Llama-3.2-1B-Instruct,1829023,564,2026-05-19 08:02:26.173196
meta-llama/Llama-3.2-1B-Instruct,154676,17,2026-05-19 08:02:26.173196
nvidia/llama-nemotron-embed-1b-v2,1829023,62,2026-05-19 08:02:26.173196
binedge/Qwen3-Embedding-0.6B-FP8,1837591,460,2026-05-19 08:02:26.173196
unslothai/aws,167628,175,2026-05-19 08:02:26.173196
apple/OpenELM-1_1B-Instruct,6172793,216,2026-05-19 08:02:26.173196
princeton-nlp/sup-simcse-roberta-base,1904267,11,2026-05-19 08:02:26.173196
mixedbread-ai/mxbai-embed-large-v1,9116964,10,2026-05-19 08:02:26.173196
nlpai-lab/KURE-v1,4641934,351,2026-05-19 08:02:26.173196
indobenchmark/indobert-base-p1,3607610,70,2026-05-19 08:02:26.173196
openai/gpt-oss-120b,1024583,11,2026-05-19 08:02:26.173196
Qwen/Qwen3-14B,372070,613,2026-05-19 08:02:26.173196
naver/splade-cocondenser-ensembledistil,121722,79,2026-05-19 08:02:26.173196
facebook/bart-large,1359486,953,2026-05-19 08:02:26.173196
apple/OpenELM-1_1B-Instruct,3502000,99,2026-05-19 08:02:26.173196
unsloth/Qwen3-Coder-Next-GGUF,1918677,351,2026-05-19 08:02:26.173196
relik-ie/relik-reader-deberta-v3-small-re-wikipedia,1350880,463,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-3B-Instruct,1049927,3,2026-05-19 08:02:26.173196
nvidia/Gemma-4-26B-A4B-NVFP4,121722,110,2026-05-19 08:02:26.173196
ai-forever/ru-en-RoSBERTa,381113,1151,2026-05-19 08:02:26.173196
unslothai/vram-40,139259,105,2026-05-19 08:02:26.173196
jinaai/jina-embeddings-v3,547068,5,2026-05-19 08:02:26.173196
Xenova/paraphrase-multilingual-MiniLM-L12-v2,430141,72,2026-05-19 08:02:26.173196
Xenova/multilingual-e5-small,381113,4,2026-05-19 08:02:26.173196
intfloat/e5-mistral-7b-instruct,175795,3142,2026-05-19 08:02:26.173196
zai-org/GLM-5-FP8,4662343,49,2026-05-19 08:02:26.173196
Qwen/Qwen2.5-32B-Instruct-AWQ,872829,664,2026-05-19 08:02:26.173196
cambridgeltl/SapBERT-from-PubMedBERT-fulltext,153949,598,2026-05-19 08:02:26.173196
meta-llama/Llama-3.1-8B-Instruct,186112,201,2026-05-19 08:02:26.173196
farbodtavakkoli/OTel-Embedding-109M,189151,780,2026-05-19 08:02:26.173196
BAAI/bge-large-zh-v1.5,471004,459,2026-05-19 08:02:26.173196
ai-forever/ru-en-RoSBERTa,6667164,7,2026-05-19 08:02:26.173196
HuggingFaceTB/SmolLM2-135M-Instruct,2977158,10,2026-05-19 08:02:26.173196
dmis-lab/biobert-v1.1,1189763,680,2026-05-19 08:02:26.173196
meta-llama/Llama-3.2-1B-Instruct,1333057,4621,2026-05-19 08:02:26.173196
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,11619105,10,2026-05-19 08:02:26.173196
Qwen/Qwen3-30B-A3B-Instruct-2507,847756,739,2026-05-19 08:02:26.173196
BAAI/bge-small-zh-v1.5,155460,35,2026-05-19 08:02:26.173196
bosonai/hubert_base,510062,44,2026-05-19 08:02:26.173196
