id,name,org,family,release_date,architecture,param_count_b,context_length,is_open_source,is_multimodal,supports_function_calling,license,hf_model_id,tags,is_multimodal_or,size_tier,context_tier,age_days,org_type,is_instruct,has_code_focus
ntu-spml/distilhubert,mistralai/Mistral-7B-Instruct-v0.2,meta-llama,Qwen,2026-02-18 09:56:14,transformer,6.061484149995166,131072.0,True,False,False,cc-by-nc-4.0,nreimers/TinyBERT_L-4_H-312_v2,"['transformers.js', 'onnx', 'bert', 'feature-extraction', 'base_model:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2', 'base_model:quantized:sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2', 'region:us']",False,xxlarge,very_long,761,startup_or_community,True,False
unslothai/aws,meta-llama/Llama-3.2-1B,YituTech,DeepSeek,2024-04-17 09:35:12,transformer,13.697219317356373,131072.0,True,False,False,apache-2.0,BAAI/bge-base-en-v1.5,"['transformers', 'safetensors', 'qwen3', 'feature-extraction', 'fp8', 'compressed-tensors', 'llm-compressor', 'quantized', 'text-embeddings', 'sentence-similarity', 'base_model:Qwen/Qwen3-Embedding-0.6B', 'base_model:quantized:Qwen/Qwen3-Embedding-0.6B', 'license:apache-2.0', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,287,startup_or_community,True,False
openai/gpt-oss-120b,trl-internal-testing/tiny-Qwen2ForCausalLM-2.5,Qwen,Qwen,2022-03-02 23:29:05,transformer,6.770891367647269,131072.0,True,False,False,apache-2.0,dmis-lab/biobert-v1.1,"['sentence-transformers', 'safetensors', 'roberta', 'feature-extraction', 'mteb', 'transformers', 'ru', 'en', 'base_model:ai-forever/ruRoberta-large', 'base_model:finetune:ai-forever/ruRoberta-large', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,large,very_long,889,big_tech,False,True
descript/dac_44khz,ai-forever/ru-en-RoSBERTa,trl-internal-testing,Qwen,2024-08-23 15:49:54,transformer,7.145040014269766,131072.0,True,False,False,apache-2.0,princeton-nlp/sup-simcse-roberta-base,"['transformers', 'safetensors', 'llama', 'text-generation', 'en', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,xxlarge,very_long,680,startup_or_community,False,False
YituTech/conv-bert-base,Qwen/Qwen2.5-32B-Instruct-AWQ,TinyLlama,Qwen,2024-09-16 11:55:40,transformer,6.442269049055717,131072.0,True,False,False,apache-2.0,facebook/w2v-bert-2.0,"['transformers', 'safetensors', 'h2ovl_chat', 'feature-extraction', 'gpt', 'llm', 'multimodal large language model', 'ocr', 'text-generation', 'conversational', 'custom_code', 'en', 'license:apache-2.0', 'region:us']",False,xxlarge,very_long,387,startup_or_community,False,False
meta-llama/Meta-Llama-3-8B-Instruct,Qwen/Qwen2.5-72B-Instruct-AWQ,meta-llama,Qwen,2025-04-27 03:41:05,transformer,26.018885036146305,131072.0,True,False,False,mit,prefeitura-rio/Rio-3.0-Open-Mini,"['transformers', 'pytorch', 'bert', 'feature-extraction', 'en', 'dataset:allenai/scirepeval', 'license:apache-2.0', 'text-embeddings-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,xxlarge,very_long,980,big_tech,False,False
deepseek-ai/DeepSeek-V2-Lite-Chat,mistralai/Mistral-7B-v0.1,microsoft,Qwen,2026-02-03 13:10:01,transformer,7.8907148081471234,131072.0,True,False,False,apache-2.0,meta-llama/Llama-3.1-8B,"['sentence-transformers', 'pytorch', 'safetensors', 'distilbert', 'fill-mask', 'learned sparse', 'opensearch', 'transformers', 'retrieval', 'passage-retrieval', 'document-expansion', 'bag-of-words', 'sparse-encoder', 'sparse', 'asymmetric', 'inference-free', 'splade', 'feature-extraction', 'en', 'license:apache-2.0', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False,medium,very_long,607,startup_or_community,False,False
BAAI/bge-base-en-v1.5,farbodtavakkoli/OTel-Embedding-300M,nvidia,Qwen,2026-05-01 01:26:06,transformer,5.734717127434999,131072.0,True,False,False,other,prefeitura-rio/Rio-3.0-Open-Mini,"['sentence-transformers', 'pytorch', 'safetensors', 'sentence-bert', 'feature-extraction', 'sentence-similarity', 'ja', 'license:cc-by-sa-4.0', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,large,very_long,1538,big_tech,True,False
google/gemma-3-270m,meta-llama/Meta-Llama-3-8B,trl-internal-testing,Qwen,2023-12-20 10:17:02,transformer,5.398958722530465,131072.0,True,False,False,apache-2.0,farbodtavakkoli/OTel-Embedding-300M,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-7B-Instruct', 'base_model:quantized:Qwen/Qwen2.5-7B-Instruct', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', '4-bit', 'awq', 'region:us']",False,xxlarge,very_long,607,startup_or_community,False,False
descript/dac_44khz,relik-ie/encoder-e5-small-v2-wikipedia-relations,laion,DeepSeek,2024-04-17 09:35:16,transformer,34.94230103330622,131072.0,True,False,False,other,Qwen/Qwen2.5-32B-Instruct-AWQ,"['transformers', 'pytorch', 'wavlm', 'feature-extraction', 'speech', 'en', 'deploy:azure', 'region:us']",False,xxlarge,very_long,891,startup_or_community,False,False
Qwen/Qwen3-8B,prefeitura-rio/Rio-3.0-Open-Mini,Qwen,Qwen,2025-10-04 05:17:19,transformer,5.893040056254726,131072.0,True,False,False,mit,deepseek-ai/DeepSeek-V3.2,"['sentence-transformers', 'onnx', 'safetensors', 'xlm-roberta', 'feature-extraction', 'sentence_embedding', 'feature_extraction', 'transformers', 'transformers.js', 'de', 'en', 'license:apache-2.0', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False,medium,very_long,230,research_lab,False,False
mixedbread-ai/mxbai-embed-large-v1,Qwen/Qwen3-Coder-30B-A3B-Instruct-FP8,unslothai,DeepSeek,2023-08-05 08:04:07,transformer,6.712546571714718,131072.0,True,False,False,apache-2.0,jinaai/jina-embeddings-v2-small-en,"['transformers', 'safetensors', 'gpt_oss', 'text-generation', 'vllm', 'conversational', 'license:apache-2.0', 'eval-results', 'endpoints_compatible', '8-bit', 'mxfp4', 'deploy:azure', 'region:us']",False,small,very_long,484,startup_or_community,False,False
deepseek-ai/DeepSeek-V4-Pro,nvidia/Gemma-4-31B-IT-NVFP4,mesolitica,Gemma,2024-12-26 15:07:35,transformer,1.4602011873266592,131072.0,True,False,False,apache-2.0,jinaai/jina-clip-v2,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-1.5B', 'base_model:finetune:Qwen/Qwen2.5-1.5B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,small,very_long,615,startup_or_community,False,False
BAAI/bge-reranker-large,Qwen/Qwen3-Coder-30B-A3B-Instruct-FP8,Qwen,Qwen,2024-10-09 14:51:45,transformer,1.0552064695330887,131072.0,True,False,False,apache-2.0,intfloat/multilingual-e5-large,"['transformers', 'pytorch', 'safetensors', 'gpt_neox', 'text-generation', 'causal-lm', 'pythia', 'en', 'dataset:EleutherAI/the_pile_deduplicated', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,xlarge,very_long,538,startup_or_community,False,False
Qwen/Qwen2.5-72B-Instruct,zai-org/GLM-5-FP8,cambridgeltl,Qwen,2023-10-20 20:14:50,transformer,6.944571413031112,131072.0,True,False,False,apache-2.0,Xenova/all-MiniLM-L6-v2,"['transformers', 'pytorch', 'safetensors', 'bert', 'feature-extraction', 'license:other', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,xxlarge,very_long,387,startup_or_community,False,False
Qwen/Qwen3-4B-Instruct-2507,GPTCache/paraphrase-albert-small-v2,unslothai,Qwen,2023-09-12 05:20:55,transformer,7.054754537099604,131072.0,True,False,False,apache-2.0,unslothai/1,"['safetensors', 'qwen2', 'chat', 'neuralmagic', 'llmcompressor', 'text-generation', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-1.5B', 'base_model:quantized:Qwen/Qwen2.5-1.5B', 'license:apache-2.0', '8-bit', 'compressed-tensors', 'region:us']",False,xxlarge,very_long,349,startup_or_community,True,False
meta-llama/Llama-3.1-8B,openai-community/gpt2-large,google,Qwen,2026-02-09 12:38:20,transformer,2.4049366061705353,131072.0,True,False,False,llama3,microsoft/unixcoder-base,"['transformers', 'safetensors', 'dac', 'feature-extraction', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,xxlarge,very_long,301,startup_or_community,True,False
ai-forever/FRIDA,nvidia/Gemma-4-26B-A4B-NVFP4,Qwen,Qwen,2024-03-31 16:44:21,transformer,8.34671007770896,131072.0,True,False,False,mit,deepseek-ai/DeepSeek-V2-Lite-Chat,"['transformers', 'safetensors', 'nemotron_h', 'text-generation', 'nvidia', 'pytorch', 'conversational', 'custom_code', 'en', 'es', 'fr', 'de', 'ja', 'it', 'dataset:nvidia/Nemotron-Pretraining-Code-v1', 'dataset:nvidia/Nemotron-CC-v2', 'dataset:nvidia/Nemotron-Pretraining-SFT-v1', 'dataset:nvidia/Nemotron-CC-Math-v1', 'dataset:nvidia/Nemotron-Pretraining-Code-v2', 'dataset:nvidia/Nemotron-Pretraining-Specialized-v1', 'dataset:nvidia/Nemotron-CC-v2.1', 'dataset:nvidia/Nemotron-CC-Code-v1', 'dataset:nvidia/Nemotron-Pretraining-Dataset-sample', 'dataset:nvidia/Nemotron-Competitive-Programming-v1', 'dataset:nvidia/Nemotron-Math-v2', 'dataset:nvidia/Nemotron-Agentic-v1', 'dataset:nvidia/Nemotron-Math-Proofs-v1', 'dataset:nvidia/Nemotron-Instruction-Following-Chat-v1', 'dataset:nvidia/Nemotron-Science-v1', 'dataset:nvidia/Nemotron-3-Nano-RL-Training-Blend', 'base_model:nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16', 'base_model:quantized:nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16', 'license:other', 'eval-results', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,538,startup_or_community,False,False
h2oai/h2ovl-mississippi-2b,openai/gpt-oss-120b,deepseek-ai,Qwen,2023-12-11 13:18:44,transformer,0.5,131072.0,True,False,False,apache-2.0,Qwen/Qwen2.5-72B-Instruct-AWQ,"['transformers', 'safetensors', 'deepseek_v32', 'text-generation', 'conversational', 'base_model:deepseek-ai/DeepSeek-V3.2-Exp-Base', 'base_model:finetune:deepseek-ai/DeepSeek-V3.2-Exp-Base', 'license:mit', 'eval-results', 'endpoints_compatible', 'fp8', 'region:us']",False,xxlarge,very_long,609,startup_or_community,False,False
openai-community/gpt2-large,zai-org/GLM-5.1-FP8,deepseek-ai,GPT,2025-04-27 03:41:05,transformer,7.794800600725035,131072.0,True,False,False,apache-2.0,unslothai/aws,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2-0.5B', 'base_model:finetune:Qwen/Qwen2-0.5B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,xxlarge,very_long,931,startup_or_community,False,False
Andycurrent/Gemma-3-1B-it-GLM-4.7-Flash-Heretic-Uncensored-Thinking_GGUF,sshleifer/tiny-gpt2,unslothai,Qwen,2023-08-05 08:03:50,transformer,7.38232216685869,131072.0,True,False,False,apache-2.0,unslothai/1,"['Model Optimizer', 'safetensors', 'gemma4', 'nvidia', 'ModelOpt', 'quantized', 'NVFP4', 'nvfp4', 'gemma4-26b-A4B-it', 'text-generation', 'conversational', 'base_model:google/gemma-4-26B-A4B-it', 'base_model:quantized:google/gemma-4-26B-A4B-it', 'license:apache-2.0', '8-bit', 'modelopt', 'region:us']",False,xxlarge,very_long,609,startup_or_community,False,False
h2oai/h2ovl-mississippi-800m,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,deepseek-ai,Llama,2025-10-16 22:44:33,transformer,6.9852406979679325,131072.0,True,False,False,apache-2.0,microsoft/harrier-oss-v1-270m,"['transformers', 'safetensors', 'glm_moe_dsa', 'text-generation', 'conversational', 'en', 'zh', 'license:mit', 'endpoints_compatible', 'fp8', 'region:us']",False,large,very_long,1538,startup_or_community,False,False
Qwen/Qwen3-30B-A3B,deepseek-ai/DeepSeek-V3,OrdalieTech,Qwen,2025-12-06 06:00:45,transformer,3.3133668774262675,131072.0,True,False,False,llama3.3,intfloat/e5-mistral-7b-instruct,"['transformers', 'safetensors', 'nemotron_h', 'text-generation', 'nvidia', 'pytorch', 'nemotron-3', 'latent-moe', 'mtp', 'conversational', 'custom_code', 'en', 'fr', 'es', 'it', 'de', 'ja', 'zh', 'dataset:nvidia/nemotron-post-training-v3', 'dataset:nvidia/nemotron-pre-training-datasets', 'license:other', 'endpoints_compatible', '8-bit', 'modelopt', 'region:us']",False,small,very_long,830,big_tech,True,False
deepseek-ai/DeepSeek-V2-Lite-Chat,trl-internal-testing/tiny-Qwen2ForCausalLM-2.5,meta-llama,Qwen,2024-07-17 07:51:35,transformer,7.341375579783532,131072.0,True,False,False,llama3.2,openai/gpt-oss-20b,"['transformers.js', 'onnx', 'bert', 'feature-extraction', 'base_model:sentence-transformers/all-MiniLM-L6-v2', 'base_model:quantized:sentence-transformers/all-MiniLM-L6-v2', 'license:apache-2.0', 'region:us']",False,tiny,very_long,1538,startup_or_community,False,False
ntu-spml/distilhubert,TinyLlama/TinyLlama-1.1B-Chat-v1.0,dphn,Qwen,2023-09-27 20:17:27,transformer,6.768533788842091,131072.0,True,False,False,apache-2.0,meta-llama/Meta-Llama-3-8B,"['transformers', 'safetensors', 'glm_moe_dsa', 'text-generation', 'conversational', 'en', 'zh', 'license:mit', 'endpoints_compatible', 'fp8', 'region:us']",False,xxlarge,very_long,237,startup_or_community,False,False
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,nvidia/Kimi-K2.5-NVFP4,princeton-nlp,Llama,2024-09-26 01:35:41,transformer,7.712933722340331,131072.0,True,False,False,apache-2.0,hmellor/tiny-random-LlamaForCausalLM,"['transformers', 'safetensors', 'llama', 'feature-extraction', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,680,startup_or_community,False,False
jinaai/jina-embeddings-v5-text-nano,Qwen/Qwen3-Embedding-4B,dphn,Qwen,2026-01-22 09:42:12,transformer,6.419853846420548,131072.0,True,False,False,apache-2.0,laion/larger_clap_general,"['sentence-transformers', 'safetensors', 't5', 'mteb', 'transformers', 'feature-extraction', 'ru', 'en', 'dataset:ai-forever/solyanka', 'base_model:ai-forever/FRED-T5-1.7B', 'base_model:finetune:ai-forever/FRED-T5-1.7B', 'license:mit', 'model-index', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,xxlarge,very_long,108,big_tech,True,False
mixedbread-ai/mxbai-embed-large-v1,datajuicer/LLaMA-1B-dj-refine-150B,danielheinz,Qwen,2022-03-02 23:29:05,transformer,2.2561796813364587,131072.0,True,False,False,apache-2.0,nvidia/DeepSeek-R1-0528-NVFP4-v2,"['sentence-transformers', 'safetensors', 't5', 'mteb', 'transformers', 'feature-extraction', 'ru', 'en', 'dataset:ai-forever/solyanka', 'base_model:ai-forever/FRED-T5-1.7B', 'base_model:finetune:ai-forever/FRED-T5-1.7B', 'license:mit', 'model-index', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,xxlarge,very_long,1112,startup_or_community,False,False
Qwen/Qwen2.5-Coder-14B-Instruct,descript/dac_44khz,unslothai,Qwen,2024-07-07 17:03:38,transformer,6.419349637163815,131072.0,True,False,False,apache-2.0,intfloat/multilingual-e5-large,"['transformers.js', 'onnx', 'bert', 'feature-extraction', 'base_model:BAAI/bge-base-en-v1.5', 'base_model:quantized:BAAI/bge-base-en-v1.5', 'license:mit', 'region:us']",False,xxlarge,very_long,1021,startup_or_community,False,False
Qwen/Qwen2.5-32B-Instruct-AWQ,nvidia/DeepSeek-R1-0528-NVFP4-v2,sshleifer,Qwen,2024-03-31 16:44:21,transformer,6.423957686594656,131072.0,True,False,False,other,facebook/bart-base,"['sentence-transformers', 'onnx', 'safetensors', 'openvino', 'bert', 'feature-extraction', 'mteb', 'sentence_embedding', 'feature_extraction', 'transformers', 'transformers.js', 'en', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,xxlarge,very_long,349,startup_or_community,True,True
microsoft/Phi-4-mini-instruct,ibm-granite/granite-embedding-small-english-r2,meta-llama,Pythia,2024-09-16 11:55:40,transformer,1.1883645671421876,131072.0,True,False,False,apache-2.0,jinaai/jina-embeddings-v5-text-nano,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'code', 'codeqwen', 'chat', 'qwen', 'qwen-coder', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-Coder-14B-Instruct', 'base_model:quantized:Qwen/Qwen2.5-Coder-14B-Instruct', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', '4-bit', 'awq', 'deploy:azure', 'region:us']",False,xxlarge,very_long,980,startup_or_community,False,False
meta-llama/Llama-3.1-8B,relik-ie/relik-reader-deberta-v3-small-re-wikipedia,h2oai,Qwen,2022-03-23 05:47:38,transformer,2.8908409685796226,131072.0,True,False,False,llama3.2,indobenchmark/indobert-base-p1,"['Model Optimizer', 'safetensors', 'gemma4', 'nvidia', 'ModelOpt', 'Gemma-4-31B-IT', 'lighthouse', 'quantized', 'NVFP4', 'text-generation', 'conversational', 'base_model:google/gemma-4-31B-it', 'base_model:quantized:google/gemma-4-31B-it', 'license:other', 'modelopt', 'deploy:azure', 'region:us']",False,xxlarge,very_long,516,startup_or_community,False,False
BAAI/bge-reranker-large,facebook/bart-large,meta-llama,Qwen,2022-03-02 23:29:05,transformer,0.5,131072.0,True,False,False,cc-by-nc-4.0,relik-ie/encoder-e5-small-v2-wikipedia-relations,"['transformers', 'safetensors', 'kimi_k2', 'text-generation', 'conversational', 'custom_code', 'license:other', 'eval-results', 'endpoints_compatible', 'fp8', 'region:us']",False,xxlarge,very_long,964,startup_or_community,False,False
RedHatAI/Llama-3.2-1B-Instruct-FP8,mistralai/Mistral-7B-Instruct-v0.2,prefeitura-rio,Qwen,2023-02-13 16:01:41,transformer,7.781190929400208,131072.0,True,False,False,mit,arkohut/jina-embeddings-v2-base-en,"['safetensors', 'llama', 'text-generation', 'conversational', 'en', 'license:apache-2.0', 'compressed-tensors', 'region:us']",False,xxlarge,very_long,980,startup_or_community,False,False
Qwen/Qwen3-Embedding-0.6B,microsoft/wavlm-base-plus,Qwen,Qwen,2024-09-18 15:12:47,transformer,7.993569054007394,131072.0,True,False,False,apache-2.0,llamafactory/tiny-random-Llama-3,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-7B-Instruct', 'base_model:quantized:Qwen/Qwen2.5-7B-Instruct', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', '4-bit', 'awq', 'region:us']",False,xxlarge,very_long,1538,startup_or_community,True,False
jinaai/jina-embeddings-v2-small-en,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,microsoft,Qwen,2023-08-05 08:03:22,transformer,5.390682289375373,131072.0,True,False,False,llama3.2,Qwen/Qwen2.5-3B-Instruct,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'conversational', 'license:apache-2.0', 'eval-results', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,xxlarge,very_long,607,startup_or_community,False,False
voyageai/voyage-4-nano,BAAI/bge-large-en-v1.5,Qwen,DeepSeek,2024-09-17 13:38:49,transformer,6.902606337122759,131072.0,True,False,False,cc-by-nc-sa-4.0,mesolitica/llama2-embedding-1b-8k,"['transformers', 'pytorch', 'jax', 'bert', 'feature-extraction', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,xlarge,very_long,669,startup_or_community,False,False
mixedbread-ai/deepset-mxbai-embed-de-large-v1,unslothai/1,openai,Qwen,2024-09-17 13:56:58,transformer,5.933398385765582,131072.0,True,False,False,apache-2.0,cambridgeltl/SapBERT-from-PubMedBERT-fulltext-mean-token,"['transformers', 'safetensors', 'gemma3_text', 'text-generation', 'conversational', 'base_model:google/gemma-3-1b-pt', 'base_model:finetune:google/gemma-3-1b-pt', 'license:gemma', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,608,big_tech,False,False
meta-llama/Llama-3.2-3B,distilbert/distilgpt2,nvidia,GPT,2022-03-02 23:29:05,transformer,6.707463110436511,131072.0,True,False,False,apache-2.0,prithivida/Splade_PP_en_v2,"['transformers', 'pytorch', 'onnx', 'safetensors', 'feature-extraction', 'sentence-similarity', 'mteb', 'sentence-transformers', 'custom_code', 'multilingual', 'af', 'am', 'ar', 'as', 'az', 'be', 'bg', 'bn', 'br', 'bs', 'ca', 'cs', 'cy', 'da', 'de', 'el', 'en', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'fy', 'ga', 'gd', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ku', 'ky', 'la', 'lo', 'lt', 'lv', 'mg', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'ne', 'nl', 'no', 'om', 'or', 'pa', 'pl', 'ps', 'pt', 'ro', 'ru', 'sa', 'sd', 'si', 'sk', 'sl', 'so', 'sq', 'sr', 'su', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'ug', 'uk', 'ur', 'uz', 'vi', 'xh', 'yi', 'zh', 'license:cc-by-nc-4.0', 'model-index', 'eval-results', 'region:eu']",False,medium,long,580,startup_or_community,False,False
h2oai/h2ovl-mississippi-2b,RedHatAI/Llama-3.2-1B-Instruct-FP8-dynamic,TheBloke,Qwen,2024-07-14 22:20:15,transformer,6.994905356518936,131072.0,True,False,False,other,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'openvino', 'xlm-roberta', 'mteb', 'Sentence Transformers', 'sentence-similarity', 'feature-extraction', 'multilingual', 'af', 'am', 'ar', 'as', 'az', 'be', 'bg', 'bn', 'br', 'bs', 'ca', 'cs', 'cy', 'da', 'de', 'el', 'en', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'fy', 'ga', 'gd', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ku', 'ky', 'la', 'lo', 'lt', 'lv', 'mg', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'ne', 'nl', 'no', 'om', 'or', 'pa', 'pl', 'ps', 'pt', 'ro', 'ru', 'sa', 'sd', 'si', 'sk', 'sl', 'so', 'sq', 'sr', 'su', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'ug', 'uk', 'ur', 'uz', 'vi', 'xh', 'yi', 'zh', 'license:mit', 'model-index', 'eval-results', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False,xxlarge,very_long,608,startup_or_community,False,False
sonoisa/sentence-bert-base-ja-mean-tokens,Qwen/Qwen3-14B,microsoft,Phi,2024-03-07 15:45:34,transformer,7.731618818386158,131072.0,True,False,False,apache-2.0,microsoft/unixcoder-base,"['Model Optimizer', 'safetensors', 'gemma4', 'nvidia', 'ModelOpt', 'quantized', 'NVFP4', 'nvfp4', 'gemma4-26b-A4B-it', 'text-generation', 'conversational', 'base_model:google/gemma-4-26B-A4B-it', 'base_model:quantized:google/gemma-4-26B-A4B-it', 'license:apache-2.0', '8-bit', 'modelopt', 'region:us']",False,tiny,very_long,387,startup_or_community,False,False
jinaai/jina-embeddings-v2-base-code,relik-ie/encoder-e5-small-v2-wikipedia-relations,ricdomolm,Qwen,2024-09-16 11:56:10,transformer,6.224570704615872,131072.0,True,False,False,apache-2.0,ibm-research/MoLFormer-XL-both-10pct,"['transformers', 'safetensors', 'deepseek_v3', 'text-generation', 'conversational', 'custom_code', 'license:mit', 'eval-results', 'text-generation-inference', 'endpoints_compatible', 'fp8', 'region:us']",False,xxlarge,very_long,108,startup_or_community,False,False
meta-llama/Llama-3.2-3B,microsoft/unixcoder-base,jinaai,Qwen,2023-10-03 11:01:00,transformer,29.18620202537495,131072.0,True,False,False,apache-2.0,ntu-spml/distilhubert,"['transformers', 'safetensors', 'glm_moe_dsa', 'text-generation', 'conversational', 'en', 'zh', 'license:mit', 'endpoints_compatible', 'fp8', 'region:us']",False,large,very_long,434,startup_or_community,False,False
EleutherAI/pythia-70m-deduped,facebook/opt-125m,deepseek-ai,DeepSeek,2026-04-03 09:29:04,transformer,7.550551648360008,131072.0,True,False,False,mit,BAAI/bge-large-en,"['transformers', 'safetensors', 'llama', 'text-generation', 'conversational', 'license:apache-2.0', 'text-generation-inference', 'region:us']",False,xxlarge,very_long,1538,startup_or_community,False,False
Qwen/Qwen3-Coder-30B-A3B-Instruct,farbodtavakkoli/OTel-Embedding-300M,ncbi,Qwen,2024-07-07 17:04:16,transformer,8.160796846285859,131072.0,True,False,False,mit,ragavsachdeva/magi,"['transformers', 'pytorch', 'safetensors', 'xlm-roberta', 'feature-extraction', 'endpoints_compatible', 'region:us']",False,xxlarge,very_long,673,startup_or_community,False,False
deepseek-ai/DeepSeek-V2-Lite-Chat,intfloat/multilingual-e5-large-instruct,BAAI,Qwen,2022-03-02 23:29:05,transformer,5.4416341937361,131072.0,True,False,False,apache-2.0,RedHatAI/Llama-3.2-1B-Instruct-FP8-dynamic,"['transformers', 'pytorch', 'jax', 'bert', 'feature-extraction', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,xxlarge,very_long,607,big_tech,True,False
relik-ie/encoder-e5-small-v2-wikipedia-relations,unslothai/lambda,dmis-lab,Qwen,2025-07-21 21:33:03,transformer,69.75221769313644,131072.0,True,False,False,llama3.2,jinaai/jina-embeddings-v2-base-code,"['transformers', 'pytorch', 'onnx', 'safetensors', 'feature-extraction', 'sentence-similarity', 'mteb', 'sentence-transformers', 'custom_code', 'multilingual', 'af', 'am', 'ar', 'as', 'az', 'be', 'bg', 'bn', 'br', 'bs', 'ca', 'cs', 'cy', 'da', 'de', 'el', 'en', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'fy', 'ga', 'gd', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ku', 'ky', 'la', 'lo', 'lt', 'lv', 'mg', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'ne', 'nl', 'no', 'om', 'or', 'pa', 'pl', 'ps', 'pt', 'ro', 'ru', 'sa', 'sd', 'si', 'sk', 'sl', 'so', 'sq', 'sr', 'su', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'ug', 'uk', 'ur', 'uz', 'vi', 'xh', 'yi', 'zh', 'license:cc-by-nc-4.0', 'model-index', 'eval-results', 'region:eu']",False,xxlarge,very_long,680,startup_or_community,False,False
intfloat/e5-mistral-7b-instruct,Qwen/Qwen2.5-0.5B,Qwen,Qwen,2024-07-07 16:49:02,transformer,4.5535941058642,131072.0,True,False,False,cc-by-nc-4.0,TheBloke/TinyLlama-1.1B-Chat-v0.3-GPTQ,"['transformers', 'safetensors', 'qwen3_moe', 'text-generation', 'conversational', 'license:apache-2.0', 'endpoints_compatible', 'deploy:azure', 'region:us']",False,xxlarge,very_long,980,startup_or_community,True,False
