id,name,org,family,release_date,architecture,param_count_b,context_length,is_open_source,is_multimodal,supports_function_calling,license,hf_model_id,tags,is_multimodal_or
EleutherAI/pythia-160m,Andycurrent/Gemma-3-1B-it-GLM-4.7-Flash-Heretic-Uncensored-Thinking_GGUF,dphn,Qwen,2024-09-16 11:55:40+00:00,transformer,6.064117955562713,131072.0,True,False,False,apache-2.0,Qwen/Qwen3-Embedding-4B,"['transformers', 'pytorch', 'safetensors', 'gpt_neox', 'text-generation', 'causal-lm', 'pythia', 'en', 'dataset:EleutherAI/the_pile_deduplicated', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False
Qwen/Qwen3Guard-Gen-0.6B,nlpai-lab/KURE-v1,nreimers,GPT,2023-10-24 22:57:48+00:00,transformer,7.082747066480544,131072.0,True,False,False,apache-2.0,Qwen/Qwen3-Coder-30B-A3B-Instruct,"['transformers', 'safetensors', 'llama', 'feature-extraction', 'endpoints_compatible', 'region:us', 'deploy:azure']",False
meta-llama/Meta-Llama-3-8B,indobenchmark/indobert-base-p1,Qwen,Qwen,2024-09-17 13:56:47+00:00,transformer,8.004868536247034,131072.0,True,False,False,apache-2.0,ai-forever/ru-en-RoSBERTa,"['transformers', 'pytorch', 'safetensors', 'gpt_neox', 'text-generation', 'causal-lm', 'pythia', 'en', 'dataset:EleutherAI/the_pile_deduplicated', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False
nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8,relik-ie/encoder-e5-small-v2-wikipedia-relations,meta-llama,Qwen,2024-07-07 17:03:31+00:00,transformer,8.236865537425139,131072.0,True,False,False,apache-2.0,Xenova/multilingual-e5-small,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'trl', 'conversational', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False
google/gemma-3-270m,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8,relik-ie,Qwen,2024-10-09 14:51:45+00:00,transformer,7.541293509135373,131072.0,True,False,False,apache-2.0,deepseek-ai/DeepSeek-V3,"['transformers', 'safetensors', 'llama', 'text-generation', 'en', 'dataset:cerebras/SlimPajama-627B', 'dataset:bigcode/starcoderdata', 'dataset:OpenAssistant/oasst_top1_2023-08-25', 'base_model:TinyLlama/TinyLlama-1.1B-Chat-v0.3', 'base_model:quantized:TinyLlama/TinyLlama-1.1B-Chat-v0.3', 'license:apache-2.0', 'text-generation-inference', '4-bit', 'gptq', 'deploy:azure', 'region:us']",False
BAAI/bge-small-zh-v1.5,Qwen/Qwen3-1.7B,laion,Qwen,2024-10-15 18:15:29+00:00,transformer,7.344806340080702,131072.0,True,False,False,other,meta-llama/Llama-3.2-3B,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'code', 'codeqwen', 'chat', 'qwen', 'qwen-coder', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-Coder-14B', 'base_model:finetune:Qwen/Qwen2.5-Coder-14B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
unslothai/vram-80,Qwen/Qwen2.5-Coder-14B-Instruct,unslothai,Qwen,2024-03-08 15:40:21+00:00,transformer,1.6527839591959572,131072.0,True,False,False,cc-by-4.0,OrdalieTech/Solon-embeddings-large-0.1,"['transformers', 'safetensors', 'deepseek_v3', 'text-generation', 'conversational', 'custom_code', 'eval-results', 'text-generation-inference', 'endpoints_compatible', 'fp8', 'region:us']",False
prithivida/Splade_PP_en_v2,opensearch-project/opensearch-neural-sparse-encoding-doc-v2-distill,Qwen,Qwen,2023-12-09 09:42:17+00:00,transformer,6.474664603557392,131072.0,True,False,False,apache-2.0,Xenova/multilingual-e5-small,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-1.5B', 'base_model:finetune:Qwen/Qwen2.5-1.5B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
ibm-research/PowerMoE-3b,facebook/bart-large,BAAI,Llama,2024-08-23 15:49:54+00:00,transformer,6.126940328745656,131072.0,True,False,False,apache-2.0,HuggingFaceTB/SmolLM2-135M-Instruct,"['transformers', 'safetensors', 'gemma3_text', 'text-generation', 'gemma3', 'gemma', 'google', 'license:gemma', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False
moonshotai/Kimi-K2-Instruct-0905,DeepPavlov/rubert-base-cased,YituTech,Qwen,2026-01-06 00:15:08+00:00,transformer,5.675068828708988,131072.0,True,False,False,apache-2.0,BAAI/bge-base-zh-v1.5,"['transformers', 'pytorch', 'tf', 'jax', 'bert', 'feature-extraction', 'indobert', 'indobenchmark', 'indonlu', 'id', 'dataset:Indo4B', 'license:mit', 'deploy:azure', 'region:us']",False
unslothai/lambda,naver/splade-v3,zai-org,Qwen,2025-06-03 14:25:32+00:00,transformer,6.705095571408104,131072.0,True,False,False,cc-by-nc-4.0,openai/gpt-oss-120b,"['transformers', 'safetensors', 'llama', 'feature-extraction', 'custom_code', 'ms', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False
Qwen/Qwen2.5-7B-Instruct,HuggingFaceTB/SmolLM2-135M-Instruct,deepseek-ai,Qwen,2025-04-27 03:40:08+00:00,transformer,7.119537933569436,131072.0,True,False,False,apache-2.0,IAMJB/RadEvalModernBERT,"['transformers', 'pytorch', 'safetensors', 'mistral', 'text-generation', 'pretrained', 'mistral-common', 'en', 'license:apache-2.0', 'text-generation-inference', 'region:us']",False
Qwen/Qwen2.5-0.5B,intfloat/multilingual-e5-large,naver,Qwen,2024-12-25 12:52:23+00:00,transformer,0.5269222473144273,131072.0,True,False,False,apache-2.0,Qwen/Qwen3-Embedding-8B,"['transformers', 'safetensors', 'xlm-roberta', 'feature-extraction', 'de', 'dataset:deutsche-telekom/ger-backtrans-paraphrase', 'dataset:paws-x', 'dataset:stsb_multi_mt', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
unslothai/vram-80,intfloat/multilingual-e5-large,openai-community,Qwen,2023-09-20 13:03:50+00:00,transformer,0.6853987404822216,131072.0,True,False,False,apache-2.0,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,"['transformers', 'pytorch', 'safetensors', 'bert', 'feature-extraction', 'mteb', 'sentence-transfomres', 'en', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False
Qwen/Qwen2.5-7B,nlpai-lab/KURE-v1,deepseek-ai,Qwen,2024-07-31 11:53:45+00:00,transformer,0.9847198133096822,131072.0,True,False,False,apache-2.0,Qwen/Qwen3-30B-A3B-Instruct-2507,"['transformers', 'safetensors', 'qwen3_next', 'text-generation', 'conversational', 'license:apache-2.0', 'eval-results', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
dphn/dolphin-2.9.1-yi-1.5-34b,Qwen/Qwen2.5-7B-Instruct-AWQ,Qwen,Qwen,2024-07-18 08:56:00+00:00,transformer,7.460024596054423,131072.0,True,False,False,mit,RedHatAI/Llama-3.2-1B-Instruct-FP8,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-32B-Instruct', 'base_model:quantized:Qwen/Qwen2.5-32B-Instruct', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', '4-bit', 'awq', 'region:us']",False
unslothai/aws,nlpai-lab/KURE-v1,Qwen,Qwen,2022-03-02 23:29:05+00:00,transformer,6.003835802497489,131072.0,True,False,False,apache-2.0,Qwen/Qwen3-32B,"['sentence-transformers', 'safetensors', 'qwen3', 'finance', 'legal', 'healthcare', 'code', 'stem', 'medical', 'multilingual', 'feature-extraction', 'en', 'base_model:Qwen/Qwen3-4B', 'base_model:finetune:Qwen/Qwen3-4B', 'license:cc-by-nc-4.0', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False
farbodtavakkoli/OTel-Embedding-300M,ncbi/MedCPT-Article-Encoder,openai-community,Phi,2022-03-02 23:29:04+00:00,transformer,7.586920119637511,131072.0,True,False,False,apache-2.0,jinaai/jina-embeddings-v2-small-en,"['transformers', 'safetensors', 'mimi', 'feature-extraction', 'audio', 'license:cc-by-4.0', 'endpoints_compatible', 'region:us']",False
EleutherAI/pythia-70m-deduped,ai-forever/ru-en-RoSBERTa,Qwen,Qwen,2024-08-14 18:44:21+00:00,transformer,6.242010084743077,131072.0,True,False,False,apache-2.0,HuggingFaceTB/SmolLM2-135M,"['transformers', 'pytorch', 'clap', 'feature-extraction', 'license:apache-2.0', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
BAAI/bge-reranker-large,RedHatAI/Qwen2.5-1.5B-quantized.w8a8,facebook,Qwen,2025-04-27 03:52:59+00:00,transformer,0.5,131072.0,True,False,False,apache-2.0,unslothai/lambda,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'code', 'codeqwen', 'chat', 'qwen', 'qwen-coder', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-Coder-32B-Instruct', 'base_model:quantized:Qwen/Qwen2.5-Coder-32B-Instruct', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', '4-bit', 'awq', 'deploy:azure', 'region:us']",False
meta-llama/Llama-3.1-8B-Instruct,microsoft/wavlm-large,nvidia,Qwen,2024-07-18 08:56:00+00:00,transformer,5.890651065249797,131072.0,True,False,False,apache-2.0,nvidia/Gemma-4-31B-IT-NVFP4,"['transformers', 'safetensors', 'openelm', 'text-generation', 'custom_code', 'license:apple-amlr', 'region:us']",False
google/t5gemma-s-s-prefixlm,nlpai-lab/KURE-v1,relik-ie,Llama,2023-02-08 19:25:46+00:00,transformer,6.620782960526367,131072.0,True,False,False,apache-2.0,Xenova/paraphrase-multilingual-MiniLM-L12-v2,"['transformers', 'safetensors', 'openelm', 'text-generation', 'custom_code', 'license:apple-amlr', 'region:us']",False
BAAI/bge-large-zh-v1.5,bosonai/hubert_base,Andycurrent,Yi,2023-02-16 21:25:53+00:00,transformer,7.737641642268694,131072.0,True,False,False,mit,mesolitica/llama2-embedding-1b-8k,"['transformers', 'safetensors', 'qwen3_moe', 'text-generation', 'conversational', 'license:apache-2.0', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
meta-llama/Llama-3.2-3B-Instruct,Qwen/Qwen3-8B-AWQ,Qwen,Phi,2023-09-12 05:22:11+00:00,transformer,7.389976306211878,131072.0,True,False,False,mit,ncbi/MedCPT-Article-Encoder,"['transformers', 'safetensors', 'nemotron_h', 'text-generation', 'nvidia', 'pytorch', 'nemotron-3', 'latent-moe', 'mtp', 'conversational', 'custom_code', 'en', 'fr', 'es', 'it', 'de', 'ja', 'zh', 'dataset:nvidia/nemotron-post-training-v3', 'dataset:nvidia/nemotron-pre-training-datasets', 'license:other', 'endpoints_compatible', '8-bit', 'modelopt', 'region:us']",False
hmellor/tiny-random-LlamaForCausalLM,unslothai/vram-80,Qwen,Qwen,2024-03-07 15:45:34+00:00,transformer,8.739993514155094,131072.0,True,False,False,apache-2.0,apple/OpenELM-1_1B-Instruct,"['transformers', 'safetensors', 'llama', 'feature-extraction', 'endpoints_compatible', 'region:us']",False
llamafactory/tiny-random-Llama-3,Qwen/Qwen2.5-0.5B-Instruct,Qwen,Qwen,2024-06-18 15:33:20+00:00,transformer,7.394903276107143,131072.0,True,False,False,apache-2.0,meta-llama/Llama-3.3-70B-Instruct,"['transformers', 'pytorch', 'tf', 'jax', 'gpt2', 'text-generation', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False
EleutherAI/pythia-70m-deduped,BAAI/bge-small-zh-v1.5,BAAI,Qwen,2024-07-12 06:45:32+00:00,transformer,6.165279990260751,131072.0,True,False,False,mit,unslothai/vram-80,"['transformers', 'pytorch', 'tf', 'jax', 'safetensors', 'bert', 'feature-extraction', 'biomedical', 'lexical semantics', 'bionlp', 'biology', 'science', 'embedding', 'entity linking', 'en', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",False
Xenova/paraphrase-multilingual-MiniLM-L12-v2,mesolitica/llama2-embedding-1b-8k,unslothai,GPT,2024-06-07 17:30:09+00:00,transformer,6.749819758215181,131072.0,True,False,False,apache-2.0,hmellor/tiny-random-LlamaForCausalLM,"['transformers', 'pytorch', 'onnx', 'safetensors', 'feature-extraction', 'sentence-similarity', 'mteb', 'sentence-transformers', 'custom_code', 'multilingual', 'af', 'am', 'ar', 'as', 'az', 'be', 'bg', 'bn', 'br', 'bs', 'ca', 'cs', 'cy', 'da', 'de', 'el', 'en', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'fy', 'ga', 'gd', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ku', 'ky', 'la', 'lo', 'lt', 'lv', 'mg', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'ne', 'nl', 'no', 'om', 'or', 'pa', 'pl', 'ps', 'pt', 'ro', 'ru', 'sa', 'sd', 'si', 'sk', 'sl', 'so', 'sq', 'sr', 'su', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'ug', 'uk', 'ur', 'uz', 'vi', 'xh', 'yi', 'zh', 'license:cc-by-nc-4.0', 'model-index', 'eval-results', 'region:eu']",False
nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-NVFP4,Qwen/Qwen2.5-Coder-7B-Instruct,allenai,Qwen,2024-09-05 11:56:46+00:00,transformer,6.409925135379777,131072.0,True,False,False,apache-2.0,ai-forever/FRIDA,"['sentence-transformers', 'onnx', 'safetensors', 'openvino', 'gguf', 'bert', 'feature-extraction', 'mteb', 'transformers.js', 'transformers', 'en', 'license:apache-2.0', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False
google/t5gemma-s-s-prefixlm,jinaai/jina-embeddings-v2-base-de,Qwen,Qwen,2025-06-19 20:42:56+00:00,transformer,8.006331303209768,131072.0,True,False,False,apache-2.0,jinaai/jina-embeddings-v5-text-nano,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3', 'conversational', 'en', 'fr', 'it', 'pt', 'hi', 'es', 'th', 'de', 'base_model:meta-llama/Llama-3.1-70B', 'base_model:finetune:meta-llama/Llama-3.1-70B', 'license:llama3.3', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False
unslothai/vram-96,GPTCache/paraphrase-albert-small-v2,nlpai-lab,Qwen,2024-07-31 11:26:21+00:00,transformer,6.094853003337941,131072.0,True,False,False,mit,h2oai/h2ovl-mississippi-800m,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'code', 'codeqwen', 'chat', 'qwen', 'qwen-coder', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-Coder-7B', 'base_model:finetune:Qwen/Qwen2.5-Coder-7B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
Qwen/Qwen3-Embedding-8B,mesolitica/llama2-embedding-1b-8k,zai-org,Gemma,2023-09-12 05:21:53+00:00,transformer,7.675915318790738,131072.0,True,False,False,mit,ai-forever/ru-en-RoSBERTa,"['transformers', 'safetensors', 'nemotron_h', 'text-generation', 'nvidia', 'pytorch', 'conversational', 'custom_code', 'en', 'es', 'fr', 'de', 'ja', 'it', 'dataset:nvidia/Nemotron-Pretraining-Code-v1', 'dataset:nvidia/Nemotron-CC-v2', 'dataset:nvidia/Nemotron-Pretraining-SFT-v1', 'dataset:nvidia/Nemotron-CC-Math-v1', 'dataset:nvidia/Nemotron-Pretraining-Code-v2', 'dataset:nvidia/Nemotron-Pretraining-Specialized-v1', 'dataset:nvidia/Nemotron-CC-v2.1', 'dataset:nvidia/Nemotron-CC-Code-v1', 'dataset:nvidia/Nemotron-Pretraining-Dataset-sample', 'dataset:nvidia/Nemotron-Competitive-Programming-v1', 'dataset:nvidia/Nemotron-Math-v2', 'dataset:nvidia/Nemotron-Agentic-v1', 'dataset:nvidia/Nemotron-Math-Proofs-v1', 'dataset:nvidia/Nemotron-Instruction-Following-Chat-v1', 'dataset:nvidia/Nemotron-Science-v1', 'dataset:nvidia/Nemotron-3-Nano-RL-Training-Blend', 'base_model:nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16', 'base_model:quantized:nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16', 'license:other', 'eval-results', 'endpoints_compatible', 'region:us']",False
farbodtavakkoli/OTel-Embedding-109M,Qwen/Qwen3-14B,nvidia,Qwen,2024-09-15 12:15:39+00:00,transformer,7.675352758484312,131072.0,True,False,False,apache-2.0,microsoft/harrier-oss-v1-0.6b,"['transformers', 'pytorch', 'onnx', 'safetensors', 'jina_clip', 'feature-extraction', 'xlm-roberta', 'eva02', 'clip', 'sentence-similarity', 'retrieval', 'multimodal', 'multi-modal', 'crossmodal', 'cross-modal', 'mteb', 'clip-benchmark', 'vidore', 'sentence-transformers', 'transformers.js', 'custom_code', 'multilingual', 'af', 'am', 'ar', 'as', 'az', 'be', 'bg', 'bn', 'br', 'bs', 'ca', 'cs', 'cy', 'da', 'de', 'el', 'en', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'fy', 'ga', 'gd', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ku', 'ky', 'la', 'lo', 'lt', 'lv', 'mg', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'ne', 'nl', 'no', 'om', 'or', 'pa', 'pl', 'ps', 'pt', 'ro', 'ru', 'sa', 'sd', 'si', 'sk', 'sl', 'so', 'sq', 'sr', 'su', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'ug', 'uk', 'ur', 'uz', 'vi', 'xh', 'yi', 'zh', 'base_model:jinaai/xlm-roberta-flash-implementation', 'base_model:quantized:jinaai/xlm-roberta-flash-implementation', 'license:cc-by-nc-4.0', 'region:eu']",False
facebook/hubert-base-ls960,mixedbread-ai/deepset-mxbai-embed-de-large-v1,DeepPavlov,Qwen,2023-10-30 18:17:08+00:00,transformer,9.383765826623351,131072.0,True,False,False,apache-2.0,dmis-lab/biobert-v1.1,"['transformers', 'safetensors', 'deepseek_v2', 'text-generation', 'conversational', 'custom_code', 'license:other', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False
BAAI/bge-small-zh,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8,Qwen,Qwen,2024-09-17 13:56:58+00:00,transformer,6.6901486406989115,131072.0,True,False,False,mit,Qwen/Qwen3-32B-AWQ,"['transformers', 'safetensors', 'gpt_oss', 'text-generation', 'vllm', 'conversational', 'license:apache-2.0', 'eval-results', 'endpoints_compatible', '8-bit', 'mxfp4', 'deploy:azure', 'region:us']",False
RedHatAI/Qwen2.5-1.5B-quantized.w8a8,jinaai/jina-embeddings-v2-base-de,unslothai,Qwen,2024-04-17 09:35:12+00:00,transformer,7.538738619659453,131072.0,True,False,False,apache-2.0,relik-ie/encoder-e5-small-v2-wikipedia-relations,"['transformers', 'safetensors', 'deepseek_v4', 'text-generation', 'conversational', 'license:mit', 'eval-results', 'endpoints_compatible', '8-bit', 'fp8', 'region:us']",False
jinaai/jina-embeddings-v2-small-en,voyageai/voyage-4-nano,EleutherAI,Qwen,2023-10-20 20:14:50+00:00,transformer,2.3256432983706157,131072.0,True,False,False,apache-2.0,unslothai/vram-48,"['transformers', 'pytorch', 'safetensors', 'hubert', 'feature-extraction', 'speech', 'en', 'dataset:librispeech_asr', 'license:apache-2.0', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
Qwen/Qwen2-1.5B-Instruct,Qwen/Qwen2.5-Coder-7B-Instruct,facebook,DeepSeek,2024-07-07 17:01:10+00:00,transformer,6.5328694748573755,131072.0,True,False,False,apache-2.0,Qwen/Qwen3-32B-AWQ,"['sentence-transformers', 'onnx', 'safetensors', 'xlm-roberta', 'feature-extraction', 'mteb', 'transformers', 'multilingual', 'af', 'am', 'ar', 'as', 'az', 'be', 'bg', 'bn', 'br', 'bs', 'ca', 'cs', 'cy', 'da', 'de', 'el', 'en', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'fy', 'ga', 'gd', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ku', 'ky', 'la', 'lo', 'lt', 'lv', 'mg', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'ne', 'nl', 'no', 'om', 'or', 'pa', 'pl', 'ps', 'pt', 'ro', 'ru', 'sa', 'sd', 'si', 'sk', 'sl', 'so', 'sq', 'sr', 'su', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'ug', 'uk', 'ur', 'uz', 'vi', 'xh', 'yi', 'zh', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False
mistralai/Mistral-7B-Instruct-v0.2,microsoft/unixcoder-base,h2oai,Qwen,2026-03-30 07:20:02+00:00,transformer,6.8390288678303826,131072.0,True,False,False,apache-2.0,RedHatAI/Llama-3.2-1B-Instruct-FP8,"['sentence-transformers', 'safetensors', 'roberta', 'feature-extraction', 'mteb', 'transformers', 'ru', 'en', 'base_model:ai-forever/ruRoberta-large', 'base_model:finetune:ai-forever/ruRoberta-large', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
Qwen/Qwen3-14B-AWQ,h2oai/h2ovl-mississippi-2b,Qwen,Qwen,2024-09-15 12:17:40+00:00,transformer,5.5781236804280425,131072.0,True,False,False,mit,BAAI/bge-base-zh-v1.5,"['transformers.js', 'onnx', 'bert', 'feature-extraction', 'base_model:intfloat/multilingual-e5-small', 'base_model:quantized:intfloat/multilingual-e5-small', 'region:us']",False
prefeitura-rio/Rio-3.0-Open-Mini,nvidia/Kimi-K2.5-NVFP4,h2oai,Mistral,2023-02-13 16:01:41+00:00,transformer,7.539033482925406,131072.0,True,False,False,llama3.2,meta-llama/Llama-3.2-3B,"['sentence-transformers', 'pytorch', 'safetensors', 'distilbert', 'fill-mask', 'learned sparse', 'opensearch', 'transformers', 'retrieval', 'passage-retrieval', 'document-expansion', 'bag-of-words', 'sparse-encoder', 'sparse', 'asymmetric', 'inference-free', 'splade', 'feature-extraction', 'en', 'license:apache-2.0', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False
RedHatAI/Qwen2.5-1.5B-quantized.w8a8,openai/gpt-oss-20b,Qwen,Qwen,2022-03-02 23:29:05+00:00,transformer,5.575748725409796,131072.0,True,False,False,mit,nlpai-lab/KURE-v1,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-7B', 'base_model:finetune:Qwen/Qwen2.5-7B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
intfloat/multilingual-e5-large,Qwen/Qwen3-8B,BAAI,Qwen,2024-10-08 14:34:45+00:00,transformer,1.2184102025256194,131072.0,True,False,False,cc-by-nc-sa-4.0,meta-llama/Llama-3.1-8B,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3', 'conversational', 'en', 'license:llama3', 'text-generation-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False
cambridgeltl/SapBERT-UMLS-2020AB-all-lang-from-XLMR,ibm-granite/granite-embedding-small-english-r2,BAAI,Qwen,2023-02-16 21:25:53+00:00,transformer,7.330745716071932,131072.0,True,False,False,apache-2.0,Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,"['transformers', 'pytorch', 'tf', 'jax', 'rust', 'onnx', 'safetensors', 'gpt2', 'text-generation', 'en', 'license:mit', 'text-generation-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False
hmellor/tiny-random-LlamaForCausalLM,Qwen/Qwen3-30B-A3B-Instruct-2507,relik-ie,Qwen,2025-05-28 09:46:42+00:00,transformer,7.140050694429111,131072.0,True,False,False,apache-2.0,meta-llama/Meta-Llama-3-8B,"['transformers', 'pytorch', 'roberta', 'feature-extraction', 'en', 'license:apache-2.0', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
kyutai/mimi,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8,facebook,Qwen,2023-08-05 08:04:07+00:00,transformer,14.321769547372885,131072.0,True,False,False,apache-2.0,mixedbread-ai/deepset-mxbai-embed-de-large-v1,"['transformers', 'safetensors', 'xlm-roberta', 'feature-extraction', 'mteb', 'fr', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False
Andycurrent/Gemma-3-1B-it-GLM-4.7-Flash-Heretic-Uncensored-Thinking_GGUF,unslothai/1,nvidia,Qwen,2023-09-12 05:22:11+00:00,transformer,7.168120742093766,131072.0,True,False,False,apache-2.0,google/t5gemma-s-s-prefixlm,"['transformers', 'safetensors', 'nemotron_h', 'text-generation', 'nvidia', 'pytorch', 'nemotron-3', 'latent-moe', 'mtp', 'conversational', 'custom_code', 'en', 'fr', 'es', 'it', 'de', 'ja', 'zh', 'dataset:nvidia/nemotron-post-training-v3', 'dataset:nvidia/nemotron-pre-training-datasets', 'license:other', 'endpoints_compatible', '8-bit', 'modelopt', 'region:us']",False
zeroentropy/zembed-1-embedding,Qwen/Qwen3-14B,openai-community,Mistral,2025-12-06 06:00:45+00:00,transformer,7.967223037677499,131072.0,True,False,False,apache-2.0,farbodtavakkoli/OTel-Embedding-300M,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3', 'conversational', 'en', 'license:llama3', 'text-generation-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False
h2oai/h2ovl-mississippi-2b,unslothai/vram-16,Qwen,Qwen,2025-10-04 05:17:19+00:00,transformer,6.279750593831458,131072.0,True,False,False,gemma,nvidia/Gemma-4-26B-A4B-NVFP4,"['gguf', 'uncensored', 'text-generation', 'reasoning', 'instruction-tuned', 'lightweight', 'en', 'base_model:google/gemma-3-1b-it', 'base_model:quantized:google/gemma-3-1b-it', 'license:gemma', 'endpoints_compatible', 'region:us', 'conversational']",False
Xenova/bge-small-en-v1.5,allegro/herbert-base-cased,farbodtavakkoli,Qwen,2024-09-17 13:55:09+00:00,transformer,6.487979671130441,131072.0,True,False,False,apache-2.0,Qwen/Qwen3-8B-AWQ,"['sentence-transformers', 'safetensors', 'qwen3', 'text-generation', 'transformers', 'sentence-similarity', 'feature-extraction', 'text-embeddings-inference', 'base_model:Qwen/Qwen3-8B-Base', 'base_model:finetune:Qwen/Qwen3-8B-Base', 'license:apache-2.0', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
naver/splade-v3,Qwen/Qwen3-Coder-30B-A3B-Instruct,BAAI,Qwen,2023-10-03 11:01:00+00:00,transformer,0.9156274974551069,131072.0,True,False,False,mit,naver/splade-cocondenser-ensembledistil,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3', 'conversational', 'en', 'de', 'fr', 'it', 'pt', 'hi', 'es', 'th', 'license:llama3.2', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False
